* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01     EP05     TX02     TX04
72C440 2025010620   1016.5   1021.1     14.9     None      7.9       63     10.7      6.9     50.0      7.1     50.0     13.4     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.6     16.5     17.0     17.0    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     16.9     None   -99.95     None     15.1     14.8
72C440 2025010621   1016.7   1021.3     14.5     None      7.6       63     10.5      6.7     50.0      7.2     50.0     13.6     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.3     16.3     16.8     17.1    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     16.5     None   -99.95     None     14.9     14.5
72C440 2025010622   1016.9   1021.5     14.2     None      7.0       61     10.0      7.0     50.0      7.6     50.0     13.6     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.0     16.1     16.7     17.0    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     16.2     None   -99.95     None     14.5     14.2
72C440 2025010623   1016.1   1020.7     13.9     None      6.7       61      9.8      7.5     50.0      7.8     50.0     14.7     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.8     15.9     16.6     17.0    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.9     None   -99.95     None     14.2     13.8
72C440 2025010624   1016.1   1020.7     13.8     None      6.6       61      9.8      7.7     50.0      7.8     50.0     13.9     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.5     15.7     16.4     16.9    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     15.8     None   -99.95     None     13.9     13.6
72C440 2025010701   1016.2   1020.8     13.9     None      6.0       59      9.4      7.3     50.0      8.1     50.0     16.1     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.3     15.5     16.3     16.9    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.8     None   -99.95     None     14.0     13.7
72C440 2025010702   1015.2   1019.8     13.7     None      6.3       60      9.5      5.9     60.0      7.2     50.0     12.6     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.1     15.3     16.1     16.8    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.7     None   -99.95     None     13.9     13.6
72C440 2025010703   1015.2   1019.7     13.5     None      6.0       60      9.4      6.0     60.0      6.6     50.0     14.2     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.0     15.1     16.0     16.7    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.5     None   -99.95     None     13.8     13.5
72C440 2025010704   1015.2   1019.8     13.3     None      5.8       60      9.2      6.0     50.0      6.4     50.0     12.5     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.8     15.0     15.8     16.6    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     15.3     None   -99.95     None     13.6     13.3
72C440 2025010705   1015.5   1020.1     13.3     None      5.6       59      9.1      6.0     50.0      6.3     50.0     10.8     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.6     14.8     15.7     16.5    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.2     None   -99.95     None     13.4     13.3
72C440 2025010706   1015.5   1020.0     13.2     None      5.8       60      9.2      5.8     60.0      6.4     50.0     11.4     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.5     14.7     15.6     16.5    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.1     None   -99.95     None     13.3     13.1
72C440 2025010707   1016.0   1020.6     13.2     None      6.2       62      9.5      4.8     50.0      5.7     60.0     10.6     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.4     14.6     15.4     16.4    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     15.1     None   -99.95     None     13.2     13.0
72C440 2025010708   1016.4   1021.0     14.5     None      6.6       59      9.8      5.3     50.0      6.0     50.0     11.9     60.0      0.0     -9.5      0.2     None     None     None     None     None     None     None     None     None     None     None     None     14.4     14.5     15.3     16.3    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.25        3     16.5     None   -99.95     None     14.5     13.2
72C440 2025010709   1016.9   1021.5     15.8     None      7.1       56     10.1      5.7     60.0      5.7     60.0     11.4     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     14.5     14.4     15.2     16.2    -99.5     18.7     19.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.76        2     18.1     None   -99.95     None     16.2     14.5
72C440 2025010710   1016.8   1021.3     16.8     None      7.3       53     10.0      6.2     60.0      6.9     60.0     13.0     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     14.8     14.4     15.2     16.1    -99.5     18.7     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.73        0     19.0     None   -99.95     None     16.8     15.8
72C440 2025010711   1016.4   1021.0     18.5     None      7.6       48     10.4      6.2     60.0      6.7     60.0     11.6     40.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.2     14.6     15.2     16.1    -99.5     18.7     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.37        0     21.3     None   -99.95     None     18.8     16.8
72C440 2025010712   1015.4   1019.9     19.5     None      8.1       47     10.7      6.4     60.0      6.5     60.0     12.1     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     15.8     14.8     15.2     16.0    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.98        8     22.8     None   -99.95     None     19.7     18.3
72C440 2025010713   1014.5   1019.1     19.9     None      8.4       47     10.9      5.7     60.0      6.7     60.0     12.6     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     16.5     15.2     15.4     16.0    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.27        8     23.2     None   -99.95     None     20.2     19.2
72C440 2025010714   1014.6   1019.1     20.2     None      8.4       46     11.0      5.1     40.0      6.2     50.0     11.4     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     17.1     15.6     15.7     16.0    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.25        6     23.8     None   -99.95     None     20.4     19.5
72C440 2025010715   1015.0   1019.5     18.4     None      8.9       53     11.4      6.8     40.0      6.9     50.0     12.5     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     17.5     16.1     16.0     16.1    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.6        5     21.1     None   -99.95     None     20.2     18.3
72C440 2025010716   1015.3   1019.8     17.6     None      8.0       53     10.8      5.9     60.0      6.6     40.0     11.6     40.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     17.5     16.3     16.3     16.2    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.03        3     20.2     None   -99.95     None     18.7     17.5
72C440 2025010717   1016.0   1020.5     16.2     None      8.4       59     11.0      4.8     60.0      6.1     50.0     10.6     50.0      0.0     -9.5      0.5     None     None     None     None     None     None     None     None     None     None     None     None     17.3     16.5     16.5     16.3    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.4        3     18.4     None   -99.95     None     17.6     16.2
72C440 2025010718   1016.5   1021.1     15.5     None      8.2       61     10.9      5.0     50.0      5.7     50.0     10.7     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.0     16.4     16.6     16.4    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     17.6     None   -99.95     None     16.2     15.4
72C440 2025010719   1017.1   1021.7     15.5     None      8.1       61     10.8      5.5     50.0      5.6     50.0     10.0     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.7     16.3     16.6     16.5    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     17.6     None   -99.95     None     15.5     15.4
72C440 2025010720   1017.4   1022.0     15.5     None      8.2       61     10.9      6.4     50.0      6.4     50.0     12.0     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.5     16.2     16.5     16.6    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     17.6     None   -99.95     None     15.5     15.4
72C440 2025010721   1017.1   1021.7     15.4     None      8.5       63     11.0      5.7     50.0      6.4     50.0     11.7     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.3     16.1     16.5     16.6    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     17.5     None   -99.95     None     15.5     15.4
72C440 2025010722   1016.9   1021.5     15.1     None      8.9       66     11.4      5.3     50.0      5.7     50.0     10.5     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.2     15.9     16.4     16.6    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     17.1     None   -99.95     None     15.4     15.1
72C440 2025010723   1016.5   1021.1     15.0     None      8.5       64     11.1      6.2     50.0      6.3     50.0     11.3     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.0     15.8     16.3     16.6    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     17.1     None   -99.95     None     15.1     15.0
72C440 2025010724   1015.9   1020.5     14.9     None      8.5       65     11.1      5.0     50.0      6.3     50.0     10.9     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.9     15.7     16.3     16.6    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     16.9     None   -99.95     None     15.0     14.9
72C440 2025010801   1015.0   1019.7     15.1     None      8.6       65     11.2      4.9     60.0      5.4     60.0     11.1     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.8     15.6     16.2     16.6    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     17.1     None   -99.95     None     15.1     14.9
72C440 2025010802   1014.6   1019.2     15.1     None      9.0       66     11.5      5.0     70.0      6.0     60.0     10.9     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.7     15.5     16.1     16.6    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     17.2     None   -99.95     None     15.1     15.0
72C440 2025010803   1015.1   1019.7     15.0     None      9.2       68     11.7      3.7     50.0      5.0     70.0     10.1     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.7     15.5     16.1     16.5    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     17.1     None   -99.95     None     15.2     15.0
72C440 2025010804   1015.1   1019.7     14.9     None      9.7       71     12.1      3.0     50.0      4.5     50.0      9.2     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.6     15.4     16.0     16.5    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     16.9     None   -99.95     None     15.1     14.9
72C440 2025010805   1015.3   1019.9     15.0     None     10.1       72     12.4      2.9     50.0      3.1     50.0      5.9     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.6     15.4     15.9     16.5    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     17.0     None   -99.95     None     15.0     14.9
72C440 2025010806   1015.5   1020.1     15.1     None     10.3       73     12.5      3.7     50.0      4.1     50.0      7.1     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.6     15.3     15.9     16.4    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     17.2     None   -99.95     None     15.1     15.0
72C440 2025010807   1016.6   1021.2     15.5     None     10.9       74     13.1      3.2     40.0      4.2     50.0      8.0     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.6     15.3     15.9     16.4    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.6     None   -99.95     None     15.5     15.1
72C440 2025010808   1016.9   1021.5     15.2     None     12.1       81     14.1      4.3     40.0      5.1     40.0     10.3     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.6     15.3     15.8     16.4    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        3     17.3     None   -99.95     None     15.5     15.2
72C440 2025010809   1017.1   1021.7     15.7     None     12.4       80     14.3      4.5     40.0      4.8     50.0      9.2     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.7     15.3     15.8     16.3    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.19        1     17.9     None   -99.95     None     15.7     15.2
72C440 2025010810   1017.1   1021.6     16.9     None     12.1       73     14.0      4.9     40.0      5.3     40.0      9.2     50.0      0.0     -9.5      0.6     None     None     None     None     None     None     None     None     None     None     None     None     15.8     15.3     15.8     16.3    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.58        1     19.2     None   -99.95     None     16.9     15.7
72C440 2025010811   1016.6   1021.1     19.8     None     12.8       63     14.5      3.6     50.0      5.3     50.0     10.0     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     16.5     15.5     15.8     16.3    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.84        8     23.2     None   -99.95     None     19.9     16.9
72C440 2025010812   1015.4   1019.9     20.5     None     12.4       59     14.4      3.7     70.0      5.5     50.0      8.9     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     17.3     15.8     15.9     16.3    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.23        8     24.0     None   -99.95     None     20.9     19.4
72C440 2025010813   1014.4   1018.9     19.0     None     12.5       66     14.5      4.5     30.0      4.7     30.0      8.0     20.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     17.7     16.2     16.2     16.3    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.73        8     21.9     None   -99.95     None     20.8     18.9
72C440 2025010814   1014.2   1018.7     19.6     None     12.8       64     14.8      4.9     40.0      5.3     40.0      9.5     20.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     18.2     16.6     16.4     16.4    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.09        6     22.9     None   -99.95     None     19.9     19.0
72C440 2025010815   1014.5   1019.0     18.8     None     12.4       66     14.1      6.0     50.0      6.0     50.0     12.5     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     18.4     17.0     16.7     16.5    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.46        5     21.4     None   -99.95     None     19.6     18.1
72C440 2025010816   1015.2   1019.7     18.3     None     11.9       66     14.0      4.0     40.0      6.2     40.0     10.6     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     18.5     17.2     17.0     16.6    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.03        3     21.0     None   -99.95     None     19.0     17.7
72C440 2025010817   1015.7   1020.2     16.4     None     12.5       77     14.4      5.5     40.0      5.9     40.0     10.7     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     18.2     17.3     17.2     16.8    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.22        2     18.7     None   -99.95     None     18.3     16.5
72C440 2025010818   1016.0   1020.5     15.8     None     12.8       82     14.8      3.9     50.0      5.5     40.0      9.5     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.9     17.3     17.3     16.9    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        2     18.0     None   -99.95     None     16.4     15.8
72C440 2025010819   1016.5   1021.1     15.6     None     12.8       83     14.8      3.9     50.0      4.3     50.0      8.0     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.7     17.2     17.3     17.0    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     17.7     None   -99.95     None     15.8     15.6
72C440 2025010820   1017.0   1021.6     15.5     None     12.1       80     14.2      3.6     50.0      3.9     50.0      6.8     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.5     17.0     17.3     17.1    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     17.6     None   -99.95     None     15.6     15.4
72C440 2025010821   1017.4   1022.0     15.7     None     11.9       78     13.9      3.2     40.0      3.8     50.0      7.3     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.3     16.9     17.2     17.1    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     17.8     None   -99.95     None     15.7     15.5
72C440 2025010822   1017.5   1022.1     15.8     None     12.0       78     14.0      3.5     40.0      3.8     40.0      7.1     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.2     16.8     17.1     17.1    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     18.0     None   -99.95     None     15.8     15.7
72C440 2025010823   1017.8   1022.3     15.9     None     11.8       76     13.8      3.7     40.0      4.0     40.0      7.7     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     17.0     16.7     17.1     17.1    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     18.1     None   -99.95     None     15.9     15.8
72C440 2025010824   1017.9   1022.5     16.2     None     11.8       75     13.8      4.7     40.0      4.7     40.0      8.6     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.9     16.6     17.0     17.1    -99.5     18.5     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     18.4     None   -99.95     None     16.3     15.9
72C440 2025010901   1017.7   1022.3     16.1     None     11.9       76     13.9      5.2     50.0      6.3     50.0     11.5     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.8     16.5     16.9     17.1    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     18.3     None   -99.95     None     16.3     16.1
72C440 2025010902   1017.6   1022.2     15.5     None     11.3       75     13.4      5.2     50.0      6.1     50.0     11.8     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.7     16.4     16.9     17.1    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     17.7     None   -99.95     None     16.1     15.6
72C440 2025010903   1017.5   1022.1     15.5     None      9.8       68     12.1      5.4     40.0      5.5     50.0     11.9     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.6     16.3     16.8     17.0    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     17.6     None   -99.95     None     15.5     15.4
72C440 2025010904   1017.5   1022.1     15.5     None      9.0       65     11.5      4.9     50.0      5.9     50.0     11.3     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.5     16.2     16.7     17.0    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     17.6     None   -99.95     None     15.5     15.4
72C440 2025010905   1017.7   1022.3     15.5     None      8.8       64     11.3      5.3     40.0      5.7     50.0     10.9     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.3     16.1     16.7     17.0    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     17.6     None   -99.95     None     15.5     15.4
72C440 2025010906   1018.0   1022.6     15.4     None      8.4       63     11.0      5.2     50.0      5.7     50.0     10.2     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.2     16.0     16.6     17.0    -99.5     18.6     19.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     17.5     None   -99.95     None     15.5     15.4
72C440 2025010907   1018.6   1023.1     15.4     None      8.7       64     11.3      5.4     50.0      5.8     50.0     10.8     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.1     15.9     16.5     16.9    -99.5     18.6     19.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     17.5     None   -99.95     None     15.4     15.3
72C440 2025010908   1019.2   1023.7     15.8     None      9.3       65     11.7      5.2     50.0      6.0     50.0     11.6     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     16.0     15.8     16.4     16.9    -99.5     18.6     19.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.16        3     17.9     None   -99.95     None     15.8     15.4
72C440 2025010909   1019.6   1024.2     16.2     None      8.8       61     11.3      6.8     50.0      8.0     60.0     14.2     60.0      0.0     -9.5      0.7     None     None     None     None     None     None     None     None     None     None     None     None     16.1     15.8     16.4     16.8    -99.5     18.6     19.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.48        2     18.4     None   -99.95     None     16.2     15.8
72C440 2025010910   1019.6   1024.2     16.3     None      8.4       59     11.0      8.0     50.0      8.4     50.0     14.4     70.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     16.1     15.8     16.3     16.8    -99.5     18.6     19.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.7        1     18.5     None   -99.95     None     16.5     16.1
72C440 2025010911   1019.1   1023.7     17.3     None      8.2       55     10.9      7.2     60.0      8.0     50.0     15.1     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     16.5     15.8     16.3     16.8    -99.5     18.6     19.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.58        0     19.6     None   -99.95     None     18.1     16.3
72C440 2025010912   1018.6   1023.2     17.3     None      8.0       54     10.7      9.2     50.0      9.9     50.0     18.9     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     16.7     15.9     16.3     16.7    -99.5     18.6     19.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.67        8     19.6     None   -99.95     None     17.4     16.6
72C440 2025010913   1018.2   1022.7     17.0     None      8.5       57     11.1      8.1     50.0      9.8     50.0     17.9     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     17.0     16.1     16.4     16.7    -99.5     18.6     19.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.23        7     19.3     None   -99.95     None     17.7     16.5
72C440 2025010914   1018.0   1022.6     16.1     None      8.2       59     10.8      9.0     50.0     10.0     50.0     17.8     60.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     17.2     16.3     16.5     16.7    -99.5     18.6     19.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.89        7     18.4     None   -99.95     None     17.2     15.9
72C440 2025010915   1018.3   1022.8     15.4     None      8.5       63     11.0      7.9     50.0     10.0     50.0     18.6     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     17.2     16.5     16.7     16.8    -99.5     18.6     19.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.2        6     17.5     None   -99.95     None     16.2     15.2
