* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01     EP05     TX02     TX04
82C160 2026020704    997.2   1022.1     12.5     None     11.7     94.0     13.7      2.3     40.0      3.7     30.0      9.0    360.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.5     16.7     17.5     18.2    -99.5     18.5     19.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.5     None   -99.95     None     13.0     12.5
82C160 2026020705    997.5   1022.4     12.2     None     11.3     94.0     13.4      2.7     40.0      3.2     40.0      9.3     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.2     16.5     17.4     18.1    -99.5     18.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.2     None   -99.95     None     12.5     12.1
82C160 2026020706    998.1   1023.0     12.2     None     11.3     94.0     13.4      2.0     40.0      3.5     30.0     10.6     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.0     16.3     17.2     18.0    -99.5     18.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.2     None   -99.95     None     12.3     12.1
82C160 2026020707    998.2   1023.2     12.2     None     11.3     94.0     13.4      2.1     50.0      2.8     40.0      8.0     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.9     16.1     17.0     17.9    -99.5     18.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.2     None   -99.95     None     12.2     12.1
82C160 2026020708    998.1   1023.1     12.1     None     11.2     94.0     13.3      2.1     60.0      2.3     60.0      7.5     40.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.9     16.0     16.9     17.8    -99.5     18.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        1     14.1     None   -99.95     None     12.2     12.1
82C160 2026020709    998.4   1023.3     12.4     None     11.3     92.0     13.4      1.8     60.0      2.3     60.0      6.0     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.0     15.9     16.7     17.7    -99.5     18.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.18        2     14.4     None   -99.95     None     12.5     12.1
82C160 2026020710    998.3   1023.2     12.8     None     11.0     88.0     13.2      2.2     50.0      2.4     50.0      8.2     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.0     15.9     16.7     17.7    -99.5     18.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.23        4     14.8     None   -99.95     None     12.8     12.4
82C160 2026020711    998.0   1022.9     12.9     None     10.7     86.0     12.8      3.3     30.0      3.4     30.0      8.6     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     15.1     15.8     16.6     17.6    -99.5     18.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.32        0     14.8     None   -99.95     None     13.1     12.8
82C160 2026020712    997.9   1022.8     12.2     None     10.5     89.0     12.7      3.7     30.0      4.4     30.0     11.2     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.8     15.8     16.5     17.5    -99.5     18.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.27        7     14.3     None   -99.95     None     12.9     12.3
82C160 2026020713    997.5   1022.5     11.5     None     10.1     91.0     12.4      3.4     40.0      4.4     30.0     11.0     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.6     15.7     16.5     17.4    -99.5     18.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.3        7     13.6     None   -99.95     None     12.3     11.5
82C160 2026020714    997.5   1022.4     11.8     None     10.3     90.0     12.5      2.6     40.0      3.9     30.0     10.3     50.0      0.0     -9.5      0.1     None     None     None     None     None     None     None     None     None     None     None     None     14.5     15.5     16.4     17.4    -99.5     18.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.37        7     13.8     None   -99.95     None     11.8     11.4
82C160 2026020715    997.5   1022.5     11.4     None     10.1     92.0     12.4      2.8     30.0      3.8     30.0      9.9     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.4     15.5     16.3     17.3    -99.5     18.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.27        5     13.4     None   -99.95     None     11.8     11.3
82C160 2026020716    997.9   1022.8     11.5     None     10.4     92.0     12.6      2.4     40.0      3.2     40.0      9.8     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.3     15.4     16.2     17.2    -99.5     18.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.17        3     13.6     None   -99.95     None     11.6     11.3
82C160 2026020717    998.4   1023.4     11.4     None      9.9     90.0     12.3      2.7     50.0      3.2     40.0      8.4     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     14.1     15.3     16.1     17.2    -99.5     18.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.12        3     13.5     None   -99.95     None     11.6     11.4
82C160 2026020718    998.8   1023.9     11.2     None      9.7     90.0     12.1      2.0     50.0      2.7     50.0      8.3     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.9     15.1     16.0     17.1    -99.5     18.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        2     13.4     None   -99.95     None     11.5     11.2
82C160 2026020719    999.6   1024.7     11.3     None      9.9     91.0     12.2      1.6     70.0      2.2     60.0      6.9     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.9     15.0     15.9     17.0    -99.5     18.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     13.4     None   -99.95     None     11.4     11.2
82C160 2026020720   1000.2   1025.3     11.4     None      9.7     89.0     12.0      2.3     70.0      2.7     70.0      6.3     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.8     14.9     15.8     17.0    -99.5     18.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     13.4     None   -99.95     None     11.5     11.3
82C160 2026020721   1000.8   1025.8     11.6     None      9.4     86.0     11.8      2.8     70.0      2.8     70.0      8.0     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.7     14.8     15.7     16.9    -99.5     18.3     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     13.6     None   -99.95     None     11.6     11.3
82C160 2026020722   1001.1   1026.2     11.4     None      8.3     81.0     11.0      2.8     70.0      3.5     80.0      8.4     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.4     14.7     15.6     16.8    -99.5     18.3     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     13.4     None   -99.95     None     11.6     11.2
82C160 2026020723   1001.3   1026.5     11.0     None      8.6     85.0     11.2      3.1     80.0      3.3     70.0      9.7     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.2     14.5     15.5     16.7    -99.5     18.3     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     13.1     None   -99.95     None     11.4     10.9
82C160 2026020724   1001.1   1026.3     11.0     None      8.6     85.0     11.1      2.9     70.0      3.4     70.0     10.2     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.0     14.4     15.4     16.7    -99.5     18.3     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     13.1     None   -99.95     None     11.1     10.9
82C160 2026020801   1001.0   1026.2     10.7     None      8.2     84.0     10.8      2.6     70.0      3.4     70.0      8.7     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.9     14.2     15.3     16.6    -99.5     18.3     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     12.8     None   -99.95     None     11.0     10.6
82C160 2026020802   1001.0   1026.2     10.5     None      8.0     84.0     10.7      2.6     70.0      3.4     70.0      9.4     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.7     14.1     15.2     16.5    -99.5     18.2     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     12.7     None   -99.95     None     10.7     10.4
82C160 2026020803   1001.3   1026.5     10.3     None      6.6     77.0      9.7      2.6     60.0      3.3     70.0      8.5     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.5     13.9     15.0     16.4    -99.5     18.2     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.5     None   -99.95     None     10.5     10.2
82C160 2026020804   1001.9   1027.2      9.8     None      7.0     82.0     10.0      2.9     50.0      3.1     50.0      9.2     60.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.3     13.8     14.9     16.3    -99.5     18.2     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.1     None   -99.95     None     10.3      9.6
82C160 2026020805   1002.7   1028.0      9.9     None      6.0     77.0      9.4      2.9     50.0      3.2     50.0      8.9    350.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.1     13.6     14.8     16.2    -99.5     18.2     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.2     None   -99.95     None      9.9      9.7
82C160 2026020806   1004.0   1029.4      9.2     None      6.4     82.0      9.7      3.3     40.0      3.7     40.0      9.1     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     11.9     13.4     14.6     16.2    -99.5     18.2     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     11.7     None   -99.95     None      9.9      9.3
82C160 2026020807   1005.1   1030.5      8.8     None      5.7     81.0      9.2      2.4     50.0      3.5     60.0      9.9     20.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     11.6     13.2     14.5     16.1    -99.5     18.1     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     11.3     None   -99.95     None      9.2      8.7
82C160 2026020808   1005.9   1031.3      8.4     None      4.6     76.0      8.5      2.6     50.0      3.8     40.0     11.7     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     11.3     13.0     14.3     16.0    -99.5     18.1     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        1     11.0     None   -99.95     None      8.8      8.3
82C160 2026020809   1006.2   1031.5      8.7     None      3.3     68.0      7.7      2.8     50.0      3.8     50.0     11.3     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     11.2     12.9     14.2     15.9    -99.5     18.1     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.11        1     11.2     None   -99.95     None      8.7      8.4
82C160 2026020810   1005.6   1031.0      8.8     None      2.2     63.0      7.1      2.6     60.0      3.3     60.0     10.6     30.0      0.0     -9.5      0.3     None     None     None     None     None     None     None     None     None     None     None     None     11.3     12.7     14.0     15.8    -99.5     18.0     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.33        0     11.3     None   -99.95     None      8.8      8.6
82C160 2026020811   1006.1   1031.5      8.8     None      1.3     59.0      6.8      2.9     40.0      3.4     40.0     10.7     70.0      0.0     -9.5      0.5     None     None     None     None     None     None     None     None     None     None     None     None     11.3     12.7     13.9     15.6    -99.5     18.0     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.44        3     11.3     None   -99.95     None      9.0      8.6
82C160 2026020812   1006.2   1031.6      9.2     None      1.8     60.0      6.9      2.7     50.0      3.1     50.0      9.3     70.0      0.0     -9.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     11.3     12.6     13.8     15.5    -99.5     18.0     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.43        5     11.7     None   -99.95     None      9.3      8.7
82C160 2026020813   1005.4   1030.8      8.9     None      1.8     61.0      6.9      2.9     40.0      3.3     40.0      9.8     10.0      0.0     -9.5      0.9     None     None     None     None     None     None     None     None     None     None     None     None     11.4     12.6     13.8     15.4    -99.5     17.9     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.53        8     11.4     None   -99.95     None      9.2      8.9
82C160 2026020814   1004.8   1030.3      8.8     None      1.1     58.0      6.7      1.9     50.0      3.0     50.0      8.7     20.0      0.0     -9.5      0.6     None     None     None     None     None     None     None     None     None     None     None     None     11.3     12.6     13.7     15.4    -99.5     17.9     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.49        8     11.3     None   -99.95     None      9.2      8.5
82C160 2026020815   1004.4   1029.6      9.6     None      0.8     54.0      6.5      2.7     40.0      3.1     70.0      8.2     40.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     12.0     12.6     13.7     15.3    -99.5     17.9     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.98        6     12.1     None   -99.95     None     10.1      8.8
82C160 2026020816   1005.0   1030.4      8.8     None      0.7     56.0      6.3      3.0     60.0      3.3     40.0      9.8     20.0      0.0     -9.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None     11.5     12.7     13.7     15.2    -99.5     17.8     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.51        5     11.3     None   -99.95     None      9.6      8.7
82C160 2026020817   1005.3   1030.8      8.4     None      0.3     56.0      6.2      3.1     60.0      3.1     60.0      8.7     80.0      0.0     -9.5      0.2     None     None     None     None     None     None     None     None     None     None     None     None     11.1     12.6     13.6     15.2    -99.5     17.8     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.26        3     11.0     None   -99.95     None      9.0      8.4
82C160 2026020818   1005.4   1030.9      8.1     None      0.8     59.0      6.4      2.8     70.0      3.2     70.0      8.9     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     10.7     12.4     13.5     15.1    -99.5     17.8     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.05        1     10.8     None   -99.95     None      8.4      8.1
82C160 2026020819   1005.8   1031.3      7.9     None      0.5     59.0      6.4      2.7     70.0      3.1     70.0      9.4     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     10.3     12.1     13.4     15.0    -99.5     17.7     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     10.7     None   -99.95     None      8.1      7.8
82C160 2026020820   1005.6   1031.1      8.2     None      1.3     61.0      6.7      3.1     70.0      3.2     70.0      8.8     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     10.2     11.9     13.3     15.0    -99.5     17.7     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     10.9     None   -99.95     None      8.2      7.8
82C160 2026020821   1005.3   1030.7      8.5     None      1.5     61.0      6.8      3.3     70.0      3.6     70.0      9.7     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     10.0     11.7     13.1     14.9    -99.5     17.7     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     11.1     None   -99.95     None      8.5      8.1
82C160 2026020822   1005.0   1030.4      8.4     None      1.3     60.0      6.7      3.7     70.0      3.9     80.0     10.6    100.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.9     11.6     13.0     14.8    -99.5     17.6     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     11.0     None   -99.95     None      8.5      8.2
82C160 2026020823   1004.4   1029.9      8.4     None      1.2     60.0      6.6      3.7     80.0      4.3     80.0     11.5     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.7     11.4     12.8     14.7    -99.5     17.6     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     11.0     None   -99.95     None      8.5      8.1
82C160 2026020824   1003.9   1029.4      8.4     None      1.8     62.0      6.9      3.9     80.0      4.8     80.0     11.2     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.6     11.3     12.7     14.6    -99.5     17.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     11.0     None   -99.95     None      8.6      8.1
82C160 2026020901   1003.4   1028.8      8.5     None      1.9     63.0      7.0      4.0     70.0      4.7     70.0     11.4    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.7     11.2     12.6     14.5    -99.5     17.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     11.1     None   -99.95     None      8.6      8.3
82C160 2026020902   1002.8   1028.2      8.6     None      2.3     64.0      7.2      3.7     70.0      4.3     70.0     10.2     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.6     11.1     12.5     14.4    -99.5     17.5     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     11.2     None   -99.95     None      8.7      8.4
82C160 2026020903   1001.9   1027.3      8.4     None      2.3     65.0      7.2      3.7     70.0      4.2     70.0     12.2     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.4     11.0     12.4     14.3    -99.5     17.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     11.0     None   -99.95     None      8.7      8.3
82C160 2026020904   1001.4   1026.7      8.6     None      3.0     67.0      7.6      3.7     70.0      4.3     80.0     10.9     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.4     10.9     12.3     14.2    -99.5     17.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     11.1     None   -99.95     None      8.8      8.3
82C160 2026020905   1001.4   1026.8      8.9     None      2.4     63.0      7.2      3.3     70.0      3.6     70.0      9.7     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.3     10.8     12.2     14.1    -99.5     17.4     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     11.4     None   -99.95     None      8.9      8.4
82C160 2026020906   1001.5   1026.9      9.3     None      3.3     66.0      7.7      3.3     80.0      4.0     70.0     10.3     50.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.5     10.7     12.1     14.0    -99.5     17.3     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     11.7     None   -99.95     None      9.3      8.8
82C160 2026020907   1001.7   1027.0      9.9     None      2.9     61.0      7.5      3.1     70.0      3.2     70.0      9.3    100.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None      9.8     10.8     12.0     13.9    -99.5     17.3     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        2     12.1     None   -99.95     None      9.8      9.3
82C160 2026020908   1001.5   1026.7     10.3     None      3.5     62.0      7.8      2.8     70.0      3.7     70.0      9.4     90.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     10.1     10.9     12.0     13.9    -99.5     17.2     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.07        0     12.5     None   -99.95     None     10.3      9.8
82C160 2026020909   1001.6   1026.7     11.1     None      3.8     60.0      8.0      3.3     80.0      4.0     70.0     10.4     30.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     10.5     11.0     12.0     13.8    -99.5     17.2     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.21        4     13.2     None   -99.95     None     11.1     10.3
82C160 2026020910   1000.4   1025.4     11.8     None      4.4     60.0      8.4      3.2     70.0      3.9     70.0      8.9     90.0      0.0     -9.5      0.5     None     None     None     None     None     None     None     None     None     None     None     None     11.1     11.2     12.0     13.7    -99.5     17.1     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.44        8     13.9     None   -99.95     None     11.8     11.1
82C160 2026020911    999.0   1023.9     13.2     None      4.9     57.0      8.6      3.5     70.0      3.6     70.0      9.9    100.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     11.9     11.5     12.1     13.7    -99.5     17.1     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.66        8     15.1     None   -99.95     None     13.2     11.8
82C160 2026020912    998.9   1023.7     13.9     None      5.2     55.0      9.0      1.8     70.0      3.6     70.0     10.0    100.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     12.8     12.0     12.3     13.7    -99.5     17.1     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.92        6     15.9     None   -99.95     None     14.0     13.2
82C160 2026020913    997.6   1022.4     13.9     None      5.2     55.0      8.8      2.0     80.0      2.7     80.0      7.2     70.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     13.1     12.4     12.5     13.7    -99.5     17.0     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.7        6     15.9     None   -99.95     None     14.2     13.8
82C160 2026020914    996.8   1021.4     15.5     None      6.1     53.0      9.3      1.9     90.0      2.3     80.0      6.4     50.0      0.0     -9.5      1.0     None     None     None     None     None     None     None     None     None     None     None     None     14.0     12.7     12.8     13.7    -99.5     17.0     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.94        8     17.5     None   -99.95     None     15.6     13.9
82C160 2026020915    996.8   1021.4     14.5     None      6.6     58.0      9.6      1.4     70.0      2.1     80.0      5.3    110.0      0.0     -9.5      0.7     None     None     None     None     None     None     None     None     None     None     None     None     13.9     13.1     13.0     13.8    -99.5     16.9     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.64        6     16.5     None   -99.95     None     15.7     14.5
82C160 2026020916    996.8   1021.5     14.4     None      6.5     59.0      9.6      1.3     80.0      1.6     70.0      4.9     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.8     13.3     13.3     13.8    -99.5     16.9     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.33        5     16.4     None   -99.95     None     14.6     14.3
82C160 2026020917    997.2   1022.0     14.0     None      6.6     60.0      9.7      0.8     80.0      1.6     80.0      4.9     70.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.7     13.4     13.4     13.9    -99.5     16.8     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.24        2     16.0     None   -99.95     None     14.5     14.0
82C160 2026020918    997.2   1022.0     13.3     None      6.5     63.0      9.7      0.8     90.0      1.3    100.0      3.8    100.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.3     13.3     13.5     14.0    -99.5     16.8     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.05        2     15.3     None   -99.95     None     14.0     13.3
82C160 2026020919    997.7   1022.5     12.9     None      6.4     64.0      9.6      0.4    100.0      1.1    110.0      2.5     80.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     13.0     13.2     13.5     14.1    -99.5     16.8     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.9     None   -99.95     None     13.3     12.9
82C160 2026020920    997.8   1022.7     12.3     None      6.7     68.0      9.8      0.7    110.0      0.9    110.0      3.0    100.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.8     13.1     13.5     14.1    -99.5     16.7     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.3     None   -99.95     None     13.0     12.4
82C160 2026020921    997.9   1022.8     12.5     None      6.8     68.0      9.9      1.2    140.0      1.2    130.0      2.5    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.6     13.1     13.5     14.2    -99.5     16.7     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.5     None   -99.95     None     12.5     12.3
82C160 2026020922    997.9   1022.8     12.4     None      6.7     68.0      9.8      1.2    130.0      1.5    120.0      3.4    120.0      0.0     -9.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     12.5     13.0     13.5     14.2    -99.5     16.7     19.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.4     None   -99.95     None     12.7     12.4
