* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025110520   1011.4   1013.9     23.6     None     20.2       81     23.7      8.2     60.0      9.8     60.0     15.5     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     29.1     None      0.0
467050 2025110521   1011.6   1014.1     23.7     None     20.3       81     23.8      8.3     60.0      8.7     60.0     15.5    340.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     22.5     22.9     23.7     23.8     23.9     24.0     25.2     27.1     26.4     25.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     29.3     None      0.0
467050 2025110522   1011.9   1014.4     23.4     None     20.0       81     23.4      5.4     60.0      8.6     60.0     14.0     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     28.8     None      0.0
467050 2025110523   1012.0   1014.5     23.3     None     19.9       81     23.2      6.0     60.0      6.1     60.0     10.4    320.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     28.6     None      0.0
467050 2025110524   1011.9   1014.4     23.2     None     20.4       84     24.0      5.6     60.0      6.3     60.0      9.3     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     28.4     None      0.0
467050 2025110601   1011.6   1014.1     23.2     None     20.2       83     23.7      6.3     60.0      6.7     60.0     10.8     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     28.4     None      0.0
467050 2025110602   1011.2   1013.7     23.1     None     19.9       82     23.2      6.2     60.0      7.5     60.0     11.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     28.3     None      0.0
467050 2025110603   1010.9   1013.4     23.2     None     19.8       81     23.1      6.4     60.0      6.7     60.0     10.3    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     28.4     None      0.0
467050 2025110604   1011.1   1013.6     23.3     None     20.1       82     23.5      6.9     60.0      7.0     60.0     11.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     28.6     None      0.0
467050 2025110605   1011.1   1013.6     23.0     None     19.8       82     23.1      5.9     60.0      7.2     60.0     11.4     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     22.2     22.6     23.3     23.4     24.0     24.1     25.2     27.0     26.4     25.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     28.1     None      0.0
467050 2025110606   1011.4   1013.9     22.9     None     19.3       80     22.4      6.1     60.0      6.5     60.0      9.9     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     27.9     None      0.0
467050 2025110607   1011.8   1014.3     23.8     None     20.2       80     23.7      7.9     50.0      7.9     50.0     11.8     50.0      0.0      0.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.18        3     29.5     None     0.08
467050 2025110608   1011.8   1014.3     25.1     None     20.6       76     24.3      7.7     60.0      8.2     50.0     13.0     50.0      0.0      0.0      1.0     30.0      7.0     None      0.9        1     None        1        1        0        1     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.85        0     31.9     None     0.65
467050 2025110609   1012.0   1014.5     25.9     None     21.4       76     25.5      9.5     50.0      9.5     50.0     15.2     50.0      0.0      0.0      1.0     30.0      7.0     None      0.6        1     None        1        1        0        1     None      2.0     22.9     22.7     23.3     23.3     23.8     24.0     25.1     27.0     26.3     25.3     None        0     None     None     None     None     None     None     None     None     None     None     1.61        2     33.4     None     2.06
467050 2025110610   1011.7   1014.2     26.7     None     21.2       72     25.2     10.8     50.0     11.4     50.0     17.3     50.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.1        8     35.0     None     3.89
467050 2025110611   1011.7   1014.2     28.1     None     20.9       65     24.7      8.5     60.0     10.6     50.0     15.3     50.0      0.0      0.0      1.0     30.0     None      3.0      0.6     None        1        3        0        4        1     None      4.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.64        8     38.0     None     5.72
467050 2025110612   1011.1   1013.6     27.5     None     21.6       70     25.8     10.0     50.0     10.6     50.0     16.6     40.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.54        8     36.7     None     6.21
467050 2025110613   1010.3   1012.8     28.6     None     20.9       63     24.7      7.4     70.0     10.5     50.0     15.6     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.71        8     39.1     None     6.12
467050 2025110614   1010.1   1012.6     28.2     None     21.3       66     25.3      8.2     60.0      8.9     70.0     15.4     50.0      0.0      0.0      1.0     30.0     None      3.0      1.2     None        1        1        0        4        4     None      2.0     24.0     23.6     24.0     23.8     23.8     24.0     25.1     26.9     26.2     25.3     None        0     None     None     None     None     None     None     None     None     None     None     2.41        7     38.2     None     4.63
467050 2025110615   1010.1   1012.6     27.6     None     20.2       64     23.7      7.5     80.0      8.4     70.0     14.3     70.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.85        5     36.9     None     2.61
467050 2025110616   1010.3   1012.8     26.8     None     19.9       66     23.2      8.1     70.0      8.6     70.0     13.9     70.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.08        4     35.2     None     0.97
467050 2025110617   1010.8   1013.3     25.7     None     19.8       70     23.1      7.3     60.0      8.5     60.0     13.4     60.0      0.0      0.0      1.0     30.0     None     None      0.9     None     None        1        0        0        1     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.33        3     33.0     None     0.17
467050 2025110618   1011.1   1013.6     25.0     None     19.8       73     23.1      8.6     60.0      8.6     50.0     13.1     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        1     31.7     None      0.0
467050 2025110619   1011.7   1014.2     24.5     None     20.6       79     24.3      6.4     60.0      9.4     60.0     14.4     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     30.7     None      0.0
467050 2025110620   1012.2   1014.7     24.6     None     20.1       76     23.5      6.9     60.0      7.7     60.0     12.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     30.9     None      0.0
467050 2025110621   1012.3   1014.8     24.5     None     20.2       77     23.7      7.8     50.0      7.8     50.0     12.5     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     23.0     23.5     24.2     24.3     24.3     24.2     25.2     26.9     26.3     25.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     30.7     None      0.0
467050 2025110622   1012.4   1014.9     24.4     None     20.3       78     23.8      6.6     60.0      7.9     60.0     11.8     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     30.6     None      0.0
467050 2025110623   1012.1   1014.6     24.5     None     20.4       78     24.0      7.4     50.0      7.4     50.0     11.9     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.7     None      0.0
467050 2025110624   1012.0   1014.5     24.6     None     20.7       79     24.4      7.1     60.0      7.4     60.0     12.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.9     None      0.0
467050 2025110701   1012.0   1014.5     24.7     None     20.8       79     24.6      6.7     60.0      7.7     60.0     13.8     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     31.1     None      0.0
467050 2025110702   1011.7   1014.2     24.5     None     21.6       84     25.8      5.5     50.0      6.8     60.0     11.6     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.7     None      0.0
467050 2025110703   1011.8   1014.3     24.4     None     22.1       87     26.6      5.1     50.0      5.9     60.0      9.3     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     30.6     None      0.0
467050 2025110704   1012.1   1014.6     24.3     None     21.6       85     25.8      4.0     60.0      5.1     60.0      8.3     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     30.4     None      0.0
467050 2025110705   1012.5   1015.0     23.9     None     21.2       85     25.2      2.6     60.0      4.0     60.0      5.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     23.1     23.3     24.0     23.9     24.3     24.2     25.2     26.9     26.3     25.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     29.7     None      0.0
467050 2025110706   1013.3   1015.8     23.5     None     20.5       83     24.1      2.8     60.0      2.8     60.0      4.4     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     29.0     None      0.0
467050 2025110707   1013.8   1016.3     24.2     None     20.7       81     24.4      2.1     80.0      2.9     60.0      4.2     60.0      0.0      0.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.15        1     30.2     None     0.08
467050 2025110708   1014.0   1016.5     26.3     None     20.6       71     24.3      2.9     70.0      3.0     60.0      5.4     90.0      0.0      0.0      1.0     30.0      7.0     None     None        1     None     None        1        0        0     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.77        1     34.2     None     0.63
467050 2025110709   1014.3   1016.8     28.3     None     21.1       65     25.0      3.2     70.0      4.3     60.0      7.0     80.0      0.0      0.0      1.0     30.0     None     None     None     None     None     None     None     None     None     None      0.0     23.7     23.4     23.9     23.8     24.1     24.2     25.1     26.8     26.2     25.3     None        0     None     None     None     None     None     None     None     None     None     None     1.56        1     38.5     None     2.06
467050 2025110710   1014.2   1016.7     29.2     None     22.5       67     27.3      4.2     50.0      4.7     60.0      7.8     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.18        0     40.5     None     4.06
467050 2025110711   1013.6   1016.1     29.2     None     22.2       66     26.8      5.9     30.0      6.2     30.0      9.6     40.0      0.0      0.0      1.0     30.0     None     None      1.2     None     None        1        0        0        1     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.59        8     40.5     None      5.8
467050 2025110712   1012.9   1015.4     28.3     None     22.6       71     27.4      7.5     40.0      7.9     40.0     11.6     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.76        8     38.5     None     6.57
467050 2025110713   1012.1   1014.6     28.4     None     23.1       73     28.3      6.5     40.0      7.7     40.0     11.8     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.66        8     38.7     None     6.07
467050 2025110714   1011.9   1014.4     28.0     None     22.9       74     27.9      8.8     50.0      9.1     50.0     13.8     40.0      0.0      0.0      1.0     30.0     None     None      0.6     None     None        1        0        0        4     None      1.0     26.4     25.0     25.6     24.8     24.2     24.2     25.1     26.8     26.1     25.2     None        0     None     None     None     None     None     None     None     None     None     None     2.32        7     37.8     None     4.56
467050 2025110715   1011.6   1014.1     27.7     None     22.4       73     27.1      8.5     50.0      8.9     50.0     13.3     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.75        6     37.1     None     2.59
467050 2025110716   1011.8   1014.3     26.9     None     22.5       77     27.3      7.0     50.0      9.4     50.0     14.1     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.04        5     35.4     None     0.96
467050 2025110717   1012.2   1014.7     25.8     None     22.3       81     26.9      6.9     50.0      7.9     50.0     12.3     40.0      0.0      0.0      0.9     35.0     None     None     None     None     None     None     None     None     None     None      0.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.31        3     33.2     None     0.17
467050 2025110718   1012.6   1015.1     25.1     None     22.6       86     27.4      6.7     50.0      7.6     50.0     11.3     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     31.9     None      0.0
467050 2025110719   1013.0   1015.5     25.0     None     22.5       86     27.3      6.5     50.0      6.6     50.0     10.3     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     31.7     None      0.0
467050 2025110720   1013.3   1015.8     25.3     None     21.4       79     25.5      6.6     50.0      7.3     50.0     11.8     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     32.2     None      0.0
467050 2025110721   1013.8   1016.3     25.0     None     21.9       83     26.3      6.3     50.0      8.2     50.0     12.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     24.6     24.5     25.2     25.2     24.8     24.4     25.2     26.8     26.3     25.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     31.7     None      0.0
467050 2025110722   1013.9   1016.4     24.9     None     21.6       82     25.8      7.0     50.0      7.2     50.0     13.7     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     31.5     None      0.0
467050 2025110723   1013.5   1016.0     24.9     None     21.4       81     25.5      6.7     50.0      7.1     50.0     11.1     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     31.5     None      0.0
467050 2025110724   1013.0   1015.5     25.0     None     20.9       78     24.7      5.9     60.0      7.4     60.0     10.9     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     31.7     None      0.0
467050 2025110801   1012.4   1014.9     24.8     None     21.1       80     25.0      6.2     60.0      6.8     60.0     10.2     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     31.3     None      0.0
467050 2025110802   1011.8   1014.3     24.9     None     21.2       80     25.2      5.9     60.0      7.1     60.0     10.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     31.5     None      0.0
467050 2025110803   1011.7   1014.2     24.9     None     20.8       78     24.6      6.0     50.0      6.1     60.0     10.0     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     31.5     None      0.0
467050 2025110804   1011.9   1014.4     24.6     None     20.9       80     24.7      4.7     60.0      6.1     50.0      9.1     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     30.9     None      0.0
467050 2025110805   1012.2   1014.7     24.4     None     21.7       85     26.0      5.2     60.0      6.1     60.0      9.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     23.4     23.8     24.4     24.5     24.8     24.6     25.2     26.8     26.3     25.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     30.6     None      0.0
467050 2025110806   1012.8   1015.3     24.2     None     21.7       86     26.0      4.4     50.0      5.4     60.0      8.5     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     30.2     None      0.0
467050 2025110807   1013.0   1015.5     24.8     None     21.1       80     25.0      5.0     60.0      5.2     60.0      8.0     50.0      0.0      0.0      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.16        1     31.3     None     0.07
467050 2025110808   1013.7   1016.2     26.1     None     21.8       77     26.1      5.9     50.0      6.0     50.0      9.1     60.0      0.0      0.0      1.0     20.0     None     None      0.6     None     None        1        0        0        1     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.78        2     33.8     None     0.61
467050 2025110809   1014.1   1016.6     27.2     None     22.0       73     26.4      7.4     50.0      7.4     50.0     11.7     60.0      0.0      0.0      1.0     20.0     None     None      0.6     None     None        3        0        0        4     None      3.0     24.1     23.8     24.4     24.3     24.6     24.6     25.2     26.7     26.2     25.3     None        0     None     None     None     None     None     None     None     None     None     None     1.52        1     36.1     None     1.99
467050 2025110810   1013.4   1015.9     27.3     None     21.8       72     26.1      8.5     50.0      9.1     50.0     14.4     60.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.07        0     36.3     None     3.85
467050 2025110811   1012.8   1015.3     28.1     None     21.9       69     26.3      7.4     50.0      8.9     60.0     12.9     40.0      0.0      0.0      1.0     20.0     None     None      0.6     None     None        3        0        0        4     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.57        8     38.0     None      5.6
467050 2025110812   1011.9   1014.4     27.8     None     22.1       71     26.6      8.7     40.0      8.9     50.0     13.5     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.64        8     37.4     None     6.25
467050 2025110813   1010.9   1013.4     27.6     None     21.9       71     26.3      7.4     40.0      8.7     40.0     13.4     30.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.65        8     36.9     None      6.0
467050 2025110814   1010.3   1012.8     27.9     None     21.7       69     26.0      7.4     50.0      8.8     40.0     12.9     50.0      0.0      0.0      1.0     25.0     None     None     None     None     None     None     None     None     None     None      0.0     26.6     25.2     25.8     25.1     24.6     24.5     25.1     26.7     26.1     25.3     None        0     None     None     None     None     None     None     None     None     None     None     2.29        7     37.6     None     4.49
467050 2025110815   1010.2   1012.7     27.3     None     22.1       73     26.6      6.3     40.0      8.3     50.0     11.9     70.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.73        6     36.3     None     2.54
467050 2025110816   1010.6   1013.1     26.4     None     22.1       77     26.6      6.4     40.0      8.1     40.0     12.5     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      1.0        5     34.4     None     0.94
467050 2025110817   1011.4   1013.9     25.4     None     22.1       82     26.6      5.3     40.0      6.5     40.0     11.9     50.0      0.0      0.0      0.8     25.0     None     None     None     None     None     None     None     None     None     None      0.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.29        3     32.4     None     0.16
467050 2025110818   1011.7   1014.2     25.0     None     22.5       86     27.3      5.4     40.0      5.8     40.0      9.6     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     31.7     None      0.0
467050 2025110819   1012.3   1014.8     24.9     None     22.2       85     26.8      5.1     50.0      5.5     40.0      9.2     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     31.5     None      0.0
467050 2025110820   1012.8   1015.3     24.7     None     21.8       84     26.1      4.3     50.0      5.9     50.0      9.7     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     31.1     None      0.0
467050 2025110821   1012.7   1015.2     24.6     None     21.3       82     25.3      4.2     50.0      4.5     50.0      7.1     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     24.1     24.7     25.4     25.4     25.1     24.7     25.3     26.8     26.2     25.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     30.9     None      0.0
467050 2025110822   1012.6   1015.1     24.6     None     20.9       80     24.7      3.8     50.0      4.5     60.0      7.0    330.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     30.9     None      0.0
467050 2025110823   1012.2   1014.7     24.6     None     22.7       89     27.6      5.2     50.0      5.3     50.0      8.7     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.9     None      0.0
467050 2025110824   1011.8   1014.3     24.6     None     22.5       88     27.3      6.0     50.0      6.0     50.0      9.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.9     None      0.0
467050 2025110901   1011.0   1013.5     24.3     None     22.9       92     27.9      6.0     50.0      6.5     50.0     12.0     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.4     None      0.0
467050 2025110902   1010.1   1012.6     24.2     None     22.6       91     27.4      6.2     60.0      6.6     60.0     10.5     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.2     None      0.0
