* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025080921   1006.3   1008.8     28.6     None     26.0       86     33.6      2.7    210.0      3.5    220.0      5.5    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.6     30.2     30.9     31.1     29.9     29.0     28.0     26.8     24.8     23.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     39.1     None      0.0
467050 2025080922   1006.3   1008.8     28.8     None     26.2       86     34.0      2.2    220.0      2.6    210.0      4.1    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     39.6     None      0.0
467050 2025080923   1006.2   1008.7     29.1     None     25.9       83     33.4      4.2    220.0      4.5    230.0      6.9    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     40.3     None      0.0
467050 2025080924   1006.1   1008.6     28.9     None     26.5       87     34.6      3.9    230.0      4.3    220.0      6.7    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.8     None      0.0
467050 2025081001   1005.5   1008.0     28.6     None     26.8       90     35.2      3.8    230.0      4.3    230.0      6.2    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.1     None      0.0
467050 2025081002   1005.4   1007.9     28.6     None     27.2       92     36.1      3.0    220.0      4.2    240.0      6.6    260.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     39.1     None      0.0
467050 2025081003   1005.3   1007.8     28.7     None     26.5       88     34.6      4.0    240.0      4.0    230.0      6.4    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     39.4     None      0.0
467050 2025081004   1005.2   1007.7     28.6     None     26.2       87     34.0      4.4    230.0      4.5    230.0      7.2    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     39.1     None      0.0
467050 2025081005   1005.3   1007.8     28.1     None     25.7       87     33.0      3.2    220.0      5.1    230.0      8.2    210.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.5     29.2     29.9     29.9     29.9     29.2     28.0     26.8     24.8     23.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     38.0     None      0.0
467050 2025081006   1005.6   1008.1     28.2     None     25.6       86     32.8      3.9    230.0      3.9    230.0      5.4    230.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        3     38.2     None     0.02
467050 2025081007   1006.3   1008.8     29.4     None     25.6       80     32.8      4.9    230.0      4.9    230.0      9.0    240.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.47        3     41.0     None     0.34
467050 2025081008   1006.5   1008.9     30.2     None     25.7       77     33.0      6.5    240.0      6.5    240.0      9.8    230.0      0.0      0.0      1.0     30.0      7.0      3.0      1.2        1        1        1        1        5        1     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.34        1     42.9     None     1.53
467050 2025081009   1007.0   1009.4     31.0     None     25.6       73     32.8      7.3    240.0      7.8    230.0     11.6    220.0      0.0      0.0      1.0     30.0      7.0      3.0      1.2        3        2        2        1        5        1     None      7.0     28.6     28.9     29.6     29.5     29.6     29.1     27.9     26.7     24.7     23.5     None        0     None     None     None     None     None     None     None     None     None     None     2.13        2     44.9     None     3.88
467050 2025081010   1007.1   1009.5     31.6     None     26.4       74     34.4      6.1    250.0      7.3    240.0     11.3    220.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.84        1     46.5     None     6.86
467050 2025081011   1006.9   1009.3     31.6     None     25.7       71     33.0      7.3    240.0      8.5    240.0     11.9    240.0      0.0      0.0      1.0     25.0      7.0      3.0      1.2        3        1        3        1        5        1     None      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.35        0     46.5     None     9.47
467050 2025081012   1006.4   1008.8     31.6     None     26.2       73     34.0      6.9    240.0      7.6    240.0     10.8    230.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.57        8     46.5     None    10.89
467050 2025081013   1006.1   1008.5     31.4     None     25.5       71     32.6      7.0    260.0      7.7    250.0     11.3    250.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.58        7     46.0     None    10.97
467050 2025081014   1005.5   1007.9     31.1     None     26.2       75     34.0      7.0    260.0      7.1    260.0     10.0    260.0      0.0      0.0      1.0     30.0      7.0      3.0      1.2        3        2        2        1        5        2     None      7.0     30.9     30.9     31.2     30.5     29.5     29.0     27.9     26.7     24.6     23.5     None        0     None     None     None     None     None     None     None     None     None     None     3.28        8     45.2     None     9.41
467050 2025081015   1005.1   1007.5     30.9     None     26.0       75     33.6      6.3    250.0      7.0    240.0      9.6    250.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.84        7     44.7     None     6.82
467050 2025081016   1005.0   1007.4     30.5     None     26.2       78     34.0      6.2    250.0      6.3    250.0      9.6    250.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.14        6     43.7     None     3.88
467050 2025081017   1005.0   1007.4     30.2     None     26.6       81     34.8      4.9    240.0      6.4    250.0      8.9    250.0      0.0      0.0      1.0     30.0      7.0      3.0      1.2        3        2        3        1        5        2     None      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.27        5     42.9     None      1.5
467050 2025081018   1005.2   1007.6     29.6     None     25.4       78     32.4      4.9    230.0      5.4    240.0      7.8    230.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.57        3     41.5     None     0.35
467050 2025081019   1005.7   1008.2     29.1     None     24.9       78     31.5      2.7    220.0      5.0    230.0      7.1    220.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.05        3     40.3     None     0.02
467050 2025081020   1006.2   1008.7     29.1     None     25.1       79     31.9      2.7    220.0      3.1    230.0      4.7    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     40.3     None      0.0
467050 2025081021   1006.3   1008.8     29.2     None     25.0       78     31.7      2.7    220.0      3.2    220.0      4.7    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.7     30.5     31.3     31.4     30.3     29.3     28.1     26.8     24.8     23.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     40.5     None      0.0
467050 2025081022   1006.1   1008.6     28.8     None     25.4       82     32.4      2.9    220.0      3.0    220.0      4.3    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     39.6     None      0.0
467050 2025081023   1005.9   1008.4     28.8     None     24.8       79     31.3      3.0    230.0      3.5    220.0      5.2    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.6     None      0.0
467050 2025081024   1005.6   1008.1     28.9     None     24.3       76     30.4      2.3    220.0      3.5    230.0      5.6    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     39.8     None      0.0
467050 2025081101   1005.1   1007.6     28.3     None     23.9       77     29.7      2.1    220.0      3.4    230.0      5.1    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.5     None      0.0
467050 2025081102   1004.8   1007.3     28.8     None     24.6       78     30.9      4.0    230.0      4.0    230.0      8.0    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     39.6     None      0.0
467050 2025081103   1004.9   1007.4     28.7     None     25.1       81     31.9      7.0    240.0      7.0    240.0     11.0    250.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     39.4     None      0.0
467050 2025081104   1004.9   1007.4     28.1     None     24.5       81     30.7      4.7    220.0      7.0    240.0      9.5    240.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     38.0     None      0.0
467050 2025081105   1004.7   1007.2     28.0     None     24.0       79     29.8      4.8    220.0      6.7    230.0     11.0    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.3     29.2     30.0     30.1     30.2     29.5     28.2     26.9     24.8     23.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.8     None      0.0
467050 2025081106   1004.9   1007.4     28.0     None     24.2       80     30.2      4.7    220.0      5.9    220.0     10.3    220.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        4     37.8     None     0.02
467050 2025081107   1005.2   1007.7     28.8     None     24.6       78     30.9      6.6    230.0      6.6    230.0      9.5    240.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.52        3     39.6     None     0.33
467050 2025081108   1005.2   1007.6     29.7     None     24.6       74     30.9      5.6    230.0      7.4    230.0     11.5    230.0      0.0      0.0      1.0     30.0      7.0      3.0      1.2        2        1        1        1        5        1     None      4.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.29        0     41.7     None     1.53
467050 2025081109   1005.4   1007.8     30.3     None     24.7       72     31.1      7.6    230.0      7.8    230.0     12.2    230.0      0.0      0.0      1.0     30.0      7.0     None      1.2        3     None        1        1        0        1     None      4.0     28.4     28.8     29.6     29.6     29.8     29.4     28.1     26.8     24.7     23.6     None        0     None     None     None     None     None     None     None     None     None     None     2.08        1     43.2     None     3.88
467050 2025081110   1005.3   1007.7     30.8     None     25.4       73     32.4      7.8    250.0      8.2    240.0     12.0    230.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.85        0     44.4     None     6.95
467050 2025081111   1005.1   1007.5     30.9     None     25.7       74     33.0      7.6    250.0      8.4    240.0     12.9    240.0      0.0      0.0      1.0     30.0      7.0     None      1.2        2     None        2        1        0        1     None      4.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.34        8     44.7     None      9.5
467050 2025081112   1005.3   1007.7     31.1     None     25.7       73     33.0      7.6    260.0      8.2    250.0     12.4    240.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.61        5     45.2     None    10.88
467050 2025081113   1005.0   1007.4     31.1     None     25.5       72     32.6      7.4    260.0      8.6    250.0     12.5    250.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.51        8     45.2     None    10.66
467050 2025081114   1004.7   1007.1     31.4     None     25.8       72     33.2      6.4    250.0      7.7    260.0     11.0    260.0      0.0      0.0      1.0     30.0      7.0     None      0.9        3     None        2        1        0        2     None      5.0     30.9     30.8     31.1     30.6     29.7     29.3     28.1     26.7     24.7     23.6     None        0     None     None     None     None     None     None     None     None     None     None     3.13        8     46.0     None     8.84
467050 2025081115   1004.2   1006.6     30.8     None     25.9       75     33.4      6.4    260.0      7.9    250.0     11.2    250.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.62        8     44.4     None     6.09
467050 2025081116   1003.8   1006.2     30.1     None     26.1       79     33.8      6.2    240.0      6.9    260.0     10.3    260.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.88        8     42.7     None     3.42
467050 2025081117   1003.9   1006.3     29.5     None     25.9       81     33.4      5.5    240.0      6.3    230.0      9.4    230.0      0.0      0.0      0.4     30.0      7.0      3.0      0.9        3        3        2        1        5        2     None      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.86        5     41.2     None     1.29
467050 2025081118   1004.0   1006.4     29.4     None     25.4       79     32.4      4.9    240.0      6.0    240.0      8.7    230.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.3        5     41.0     None     0.31
467050 2025081119   1004.6   1007.1     28.9     None     25.3       81     32.2      4.7    230.0      5.3    240.0      8.0    250.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.07        3     39.8     None     0.02
467050 2025081120   1005.0   1007.5     28.7     None     25.9       85     33.4      2.5    210.0      5.1    230.0      7.9    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     39.4     None      0.0
467050 2025081121   1005.3   1007.8     28.3     None     26.1       88     33.8      1.6    190.0      2.7    220.0      4.1    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.8     30.4     31.1     31.3     30.4     29.5     28.2     26.9     24.8     23.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     38.5     None      0.0
467050 2025081122   1005.5   1008.0     28.3     None     26.1       88     33.8      1.4    200.0      1.9    210.0      3.1    200.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     38.5     None      0.0
467050 2025081123   1005.5   1008.0     28.1     None     25.9       88     33.4      1.6    190.0      2.2    210.0      3.3    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     38.0     None      0.0
467050 2025081124   1005.7   1008.2     28.0     None     26.0       89     33.6      0.4    160.0      1.6    190.0      2.1    190.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     37.8     None      0.0
467050 2025081201   1005.4   1007.9     28.2     None     25.2       84     32.1      2.2    220.0      2.2    220.0      4.7     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.2     None      0.0
467050 2025081202   1005.1   1007.6     27.8     None     25.4       87     32.4      1.9    220.0      2.3    230.0      3.1    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.4     None      0.0
467050 2025081203   1005.2   1007.7     27.7     None     25.3       87     32.2      1.9    220.0      2.3    210.0      3.4    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     37.1     None      0.0
467050 2025081204   1004.9   1007.4     27.7     None     25.2       86     32.1      2.1    220.0      2.1    190.0      3.5    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     37.1     None      0.0
467050 2025081205   1005.0   1007.5     27.3     None     25.3       89     32.2      1.4    130.0      2.3    220.0      3.0    230.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.6     29.3     30.0     30.1     30.3     29.6     28.3     26.9     24.9     23.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     36.3     None      0.0
467050 2025081206   1005.3   1007.8     27.7     None     25.5       88     32.6      0.6    140.0      1.3    130.0      1.6    140.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.05        3     37.1     None     0.01
467050 2025081207   1005.9   1008.4     28.7     None     25.7       84     33.0      0.3     60.0      0.6    140.0      1.3    100.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.45        3     39.4     None      0.3
467050 2025081208   1006.1   1008.5     30.2     None     25.3       75     32.2      1.3    350.0      1.5     60.0      2.7     60.0      0.0      0.0      1.0     30.0      7.0     None      1.2        3     None        3        1        0        1     None      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.29        1     42.9     None     1.41
467050 2025081209   1006.4   1008.8     30.6     None     24.8       71     31.3      1.6    300.0      2.8    290.0      4.3    260.0      0.0      0.0      1.0     30.0      7.0      3.0      1.2        3        1        3        1        5        2     None      7.0     29.1     29.2     29.8     29.7     29.9     29.4     28.2     26.7     24.6     23.5     None        0     None     None     None     None     None     None     None     None     None     None     1.83        1     43.9     None     3.47
467050 2025081210   1006.2   1008.6     31.1     None     25.0       70     31.7      2.9    300.0      3.4    290.0      4.8    290.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.52        0     45.2     None     6.18
467050 2025081211   1006.3   1008.7     31.1     None     25.5       72     32.6      2.6    310.0      4.0    290.0      6.4    260.0      0.0      0.0      1.0     30.0      7.0      3.0      0.9        3        1        3        1        5        2     None      7.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     3.35        0     45.2     None     8.86
467050 2025081212   1006.2   1008.6     30.7     None     25.8       75     33.2      3.1    320.0      4.0    300.0      6.7    310.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.25        5     44.2     None     9.55
467050 2025081213   1005.9   1008.3     30.3     None     26.0       78     33.6      3.1    340.0      3.6    340.0      5.6    330.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.45        8     43.2     None     7.66
467050 2025081214   1005.6   1008.0     30.0     None     26.2       80     34.0      2.7    350.0      3.2    330.0      4.9    330.0      0.0      0.0      0.0     30.0     None     None      1.2     None     None       10        /        /        2      1.2     10.0     30.5     30.8     31.2     30.8     29.8     29.4     28.2     26.7     24.6     23.5     None        0     None     None     None     None     None     None     None     None     None     None     1.51        7     42.4     None     4.68
467050 2025081215   1005.2   1007.6     30.0     None     26.0       79     33.6      3.6     40.0      3.6     40.0      5.5     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.67        8     42.4     None     1.75
467050 2025081216   1004.8   1007.2     30.6     None     25.9       76     33.4      3.6     40.0      3.9     50.0      6.1     20.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.36        8     43.9     None     2.15
467050 2025081217   1004.6   1007.0     29.8     None     26.2       81     34.0      4.5     50.0      4.5     50.0      7.3     50.0      0.0      0.0      0.2     25.0     None     None      1.2     None     None        9        /        /        2      1.2      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.75        7     42.0     None     0.91
467050 2025081218   1004.8   1007.2     29.6     None     25.8       80     33.2      3.8     50.0      4.9     50.0      7.3     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.26        5     41.5     None     0.23
467050 2025081219   1005.0   1007.5     28.8     None     25.8       84     33.2      3.3     50.0      4.1     50.0      6.5     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     39.6     None     0.02
467050 2025081220   1005.4   1007.9     29.0     None     26.0       84     33.6      3.5     50.0      3.5     50.0      5.4     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     40.1     None      0.0
467050 2025081221   1005.9   1008.4     29.1     None     23.8       73     29.5      4.2     60.0      4.2     60.0      6.2     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.8     30.1     30.9     31.0     30.4     29.6     28.4     26.9     24.8     23.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     40.3     None      0.0
467050 2025081222   1005.9   1008.4     29.0     None     23.0       70     28.1      5.7     60.0      5.7     60.0      9.2     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     40.1     None      0.0
467050 2025081223   1005.7   1008.2     28.7     None     24.1       76     30.0      5.9     60.0      6.1     50.0      9.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     39.4     None      0.0
467050 2025081224   1005.3   1007.8     28.9     None     24.3       76     30.4      8.3     50.0      8.3     50.0     12.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.8     None      0.0
467050 2025081301   1004.7   1007.2     28.7     None     24.3       77     30.4      7.4     60.0      8.2     50.0     12.2     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.4     None      0.0
467050 2025081302   1004.6   1007.1     28.6     None     24.6       79     30.9      5.9     50.0      7.9     60.0     12.4     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     39.1     None      0.0
