* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025100707   1011.3   1013.8     27.3     None     22.7       76     27.6      2.4     70.0      2.4     70.0      3.7     70.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.35        2     36.3     None     0.15
467050 2025100708   1011.5   1014.0     30.3     None     22.0       61     26.4      5.2     60.0      5.3     60.0      8.5     60.0      0.0      0.0      1.0     30.0     None     None     None     None     None     None     None     None     None     None      0.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.15        1     43.2     None      1.0
467050 2025100709   1011.7   1014.1     32.2     None     20.5       50     24.1      7.5     60.0      7.7     60.0     11.8     70.0      0.0      0.0      1.0     30.0     None     None     None     None     None     None     None     None     None     None      0.0     28.8     28.6     29.4     29.5     30.4     30.1     29.7     28.7     26.1     24.7     None        0     None     None     None     None     None     None     None     None     None     None     1.95        1     48.1     None     2.88
467050 2025100710   1011.6   1014.0     33.1     None     24.3       60     30.4      6.8     50.0      8.5     60.0     12.9     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.58        0     50.6     None     5.27
467050 2025100711   1010.9   1013.3     33.0     None     24.8       62     31.3      8.4     40.0      9.3     50.0     14.1     40.0      0.0      0.0      1.0     30.0     None     None      0.6     None     None        1        0        0        1     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      3.0        8     50.3     None     7.24
467050 2025100712   1010.5   1012.9     33.2     None     25.0       62     31.7      7.9     40.0      9.2     50.0     16.3     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.18        7     50.9     None      8.2
467050 2025100713   1010.0   1012.4     32.0     None     24.9       66     31.5     10.0     40.0     10.1     40.0     16.4     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.11        7     47.6     None     7.83
467050 2025100714   1009.6   1012.0     31.7     None     25.1       68     31.9      9.9     40.0     10.2     40.0     16.3     40.0      0.0      0.0      1.0     30.0      7.0     None      0.6        1     None        1        1        0        1     None      2.0     30.9     30.2     30.8     30.3     30.1     29.9     29.7     28.6     26.0     24.6     None        0     None     None     None     None     None     None     None     None     None     None     2.78        7     46.8     None     6.22
467050 2025100715   1009.6   1012.0     31.4     None     25.3       70     32.2      8.9     40.0     10.5     40.0     16.4     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.2        5     46.0     None      3.9
467050 2025100716   1009.6   1012.0     30.8     None     24.9       71     31.5      9.6     50.0     10.6     50.0     16.7     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.46        5     44.4     None     1.69
467050 2025100717   1009.7   1012.2     29.9     None     24.3       72     30.4      8.3     50.0      9.9     50.0     16.3     50.0      0.0      0.0      1.0     30.0      7.0     None     None        2     None     None        1        0        0     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.66        3     42.2     None      0.4
467050 2025100718   1010.1   1012.6     29.3     None     23.5       71     29.0      6.0     60.0      8.1     50.0     12.6     60.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.07        3     40.8     None     0.03
467050 2025100719   1010.8   1013.3     29.3     None     22.6       67     27.4      6.6     60.0      7.4     50.0     12.0     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     40.8     None      0.0
467050 2025100720   1011.4   1013.9     29.1     None     22.8       69     27.8      6.5     60.0      6.8     60.0     11.9     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     40.3     None      0.0
467050 2025100721   1011.6   1014.1     29.0     None     22.8       69     27.8      6.7     60.0      7.2     60.0     11.8     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     29.2     29.9     30.9     31.0     30.7     30.1     29.8     28.8     26.2     24.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     40.1     None      0.0
467050 2025100722   1011.7   1014.2     28.7     None     23.4       73     28.8      6.0     60.0      6.6     60.0     10.6     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     39.4     None      0.0
467050 2025100723   1011.8   1014.3     28.7     None     23.6       74     29.1      5.3     70.0      6.2     60.0      9.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     39.4     None      0.0
467050 2025100724   1011.5   1014.0     28.6     None     23.1       72     28.3      5.9     70.0      6.0     70.0     10.1     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     39.1     None      0.0
467050 2025100801   1011.4   1013.9     28.3     None     23.7       76     29.3      4.1     70.0      6.0     70.0     10.8    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     38.5     None      0.0
467050 2025100802   1011.2   1013.7     28.2     None     23.8       77     29.5      5.6     60.0      6.2     60.0      9.8     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     38.2     None      0.0
467050 2025100803   1010.7   1013.2     28.1     None     23.3       75     28.6      5.6     60.0      5.9     60.0      9.0     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     38.0     None      0.0
467050 2025100804   1010.6   1013.1     28.0     None     23.6       77     29.1      6.6     60.0      6.6     60.0     10.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     37.8     None      0.0
467050 2025100805   1010.7   1013.2     28.0     None     23.4       76     28.8      6.8     60.0      6.8     60.0     10.9     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.5     29.1     30.0     30.1     30.6     30.1     29.8     28.8     26.2     24.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     37.8     None      0.0
467050 2025100806   1011.2   1013.7     27.8     None     23.8       79     29.5      5.7     60.0      6.6     60.0      9.0     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     37.4     None      0.0
467050 2025100807   1011.6   1014.1     28.6     None     23.7       75     29.3      5.9     50.0      6.4     60.0      9.6     50.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.31        3     39.1     None     0.15
467050 2025100808   1011.8   1014.3     30.3     None     23.8       68     29.5      5.8     70.0      6.9     60.0     10.8     80.0      0.0      0.0      1.0     30.0     None     None     None     None     None     None     None     None     None     None      0.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.07        1     43.2     None     0.95
467050 2025100809   1011.8   1014.2     32.0     None     21.9       55     26.3      6.1     70.0      6.9     70.0     11.8     70.0      0.0      0.0      1.0     30.0     None     None      0.6     None     None        1        0        0        1     None      1.0     29.3     29.0     29.8     29.8     30.3     30.0     29.7     28.7     26.1     24.7     None        0     None     None     None     None     None     None     None     None     None     None     1.86        0     47.6     None     2.75
467050 2025100810   1011.3   1013.7     33.0     None     22.2       53     26.8      7.7     60.0      8.2     60.0     12.9     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.5        8     50.3     None     5.03
467050 2025100811   1010.7   1013.1     32.5     None     24.0       61     29.8      8.9     50.0      8.9     40.0     14.4     40.0      0.0      0.0      0.8     30.0     None     None      0.6     None     None        3        0        0        4     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.56        8     48.9     None      6.4
467050 2025100812   1009.8   1012.2     33.0     None     25.0       63     31.7      7.6     40.0     10.0     50.0     15.2     60.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.96        8     50.3     None     7.73
467050 2025100813   1009.3   1011.7     32.6     None     24.9       64     31.5     10.4     50.0     10.4     50.0     15.6     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.02        7     49.2     None     7.57
467050 2025100814   1008.9   1011.3     31.4     None     23.5       63     29.0      8.4     50.0     11.6     50.0     19.5     50.0      0.0      0.0      0.6     25.0     None     None      1.2     None     None        8        0        0        5      1.2      8.0     30.6     30.3     31.0     30.5     30.2     29.9     29.7     28.7     26.1     24.7     None        0     None     None     None     None     None     None     None     None     None     None     2.23        6     46.0     None     5.18
467050 2025100815   1009.2   1011.6     30.8     None     23.5       65     29.0      7.4     60.0     10.2     50.0     16.2     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.96        5     44.4     None     1.97
467050 2025100816   1009.2   1011.6     30.9     None     23.8       66     29.5      6.9     70.0      7.8     70.0     12.6     80.0      0.0      0.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.12        5     44.7     None     1.31
467050 2025100817   1009.2   1011.7     29.4     None     24.1       73     30.0      8.5     50.0      9.0     50.0     13.7     60.0      0.0      0.0      0.6     25.0     None     None      0.6     None     None        2        0        0        4     None      2.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.41        0     41.0     None     0.35
467050 2025100818   1009.6   1012.1     28.7     None     23.8       75     29.5      5.9     60.0      9.6     60.0     14.3     50.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        3     39.4     None     0.02
467050 2025100819   1010.1   1012.6     28.2     None     24.0       78     29.8      7.0     60.0      7.3     60.0     11.2     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     38.2     None      0.0
467050 2025100820   1010.8   1013.3     28.0     None     23.8       78     29.5      5.8     60.0      7.1     60.0     13.1     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     37.8     None      0.0
467050 2025100821   1011.0   1013.5     27.6     None     23.0       76     28.1      5.4     60.0      6.2     60.0      9.9     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.9     29.7     30.7     30.8     30.7     30.1     29.8     28.8     26.3     24.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     36.9     None      0.0
467050 2025100822   1011.0   1013.5     27.4     None     22.6       75     27.4      4.7     60.0      6.0     60.0      9.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     36.5     None      0.0
467050 2025100823   1011.0   1013.5     27.1     None     22.9       78     27.9      4.8     60.0      5.1     60.0      8.3     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     35.9     None      0.0
467050 2025100824   1010.6   1013.1     26.9     None     23.0       79     28.1      5.5     60.0      5.6     60.0      9.3     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     35.4     None      0.0
467050 2025100901   1010.2   1012.7     26.9     None     22.8       78     27.8      4.8     50.0      5.6     60.0      8.5     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     35.4     None      0.0
467050 2025100902   1010.3   1012.8     26.8     None     22.9       79     27.9      4.7     60.0      5.2     50.0      8.8     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     35.2     None      0.0
467050 2025100903   1009.9   1012.4     26.6     None     23.9       85     29.7      5.3     60.0      5.3     60.0      9.9     60.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.8     None      0.0
467050 2025100904   1010.0   1012.5     27.0     None     23.5       81     29.0      4.2     60.0      5.3     60.0      8.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     35.7     None      0.0
467050 2025100905   1010.1   1012.6     26.8     None     22.7       78     27.6      4.2     60.0      5.2     60.0      8.0     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.0     28.8     29.7     29.8     30.5     30.1     29.8     28.9     26.3     24.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     35.2     None      0.0
467050 2025100906   1010.4   1012.9     26.8     None     23.1       80     28.3      5.0     60.0      5.0     60.0      7.6     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     35.2     None      0.0
467050 2025100907   1010.7   1013.2     27.4     None     23.2       78     28.4      5.3     60.0      5.8     60.0      9.5     60.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.2        3     36.5     None     0.11
467050 2025100908   1010.9   1013.4     29.5     None     23.9       72     29.7      5.8     60.0      7.3     60.0     11.1     60.0      0.0      0.0      0.8     25.0     None     None      0.6     None     None        6        0        0        2      0.6      6.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.14        1     41.2     None     0.92
467050 2025100909   1011.1   1013.6     29.3     None     22.6       67     27.4      7.2     60.0      9.4     60.0     14.2     80.0      0.0      0.0      0.4     25.0     None     None      0.6     None     None        6        0        0        4      0.6      6.0     28.6     28.7     29.5     29.5     30.2     30.0     29.8     28.8     26.2     24.8     None        0     None     None     None     None     None     None     None     None     None     None     1.07        1     40.8     None     1.96
467050 2025100910   1010.8   1013.2     31.1     None     22.4       60     27.1      8.1     60.0      9.0     50.0     12.9     50.0      0.0      0.0      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.12        0     45.2     None     4.43
467050 2025100911   1010.2   1012.6     31.5     None     22.8       60     27.8      8.1     40.0      9.3     50.0     13.9     60.0      0.0      0.0      1.0     25.0     None     None      0.6     None     None        3        0        0        4     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.99        8     46.2     None     7.05
467050 2025100912   1009.6   1012.0     31.4     None     23.5       63     29.0      8.4     40.0      9.4     40.0     14.8     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.18        8     46.0     None     8.05
467050 2025100913   1009.0   1011.4     30.8     None     24.0       67     29.8      9.8     40.0     10.6     40.0     16.8     20.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.11        8     44.4     None     7.68
467050 2025100914   1008.4   1010.8     30.8     None     23.2       64     28.4     10.2     40.0     10.4     40.0     17.2     50.0      0.0      0.0      1.0     25.0     None     None      0.6     None     None        1        0        0        1     None      1.0     30.2     29.8     30.6     30.1     30.0     29.9     29.7     28.7     26.1     24.7     None        0     None     None     None     None     None     None     None     None     None     None     2.79        7     44.4     None      6.1
467050 2025100915   1008.4   1010.8     30.4     None     23.1       65     28.3      9.7     40.0     11.2     40.0     17.9     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.19        5     43.4     None     3.76
467050 2025100916   1008.5   1011.0     29.6     None     23.1       68     28.3      9.4     50.0     10.6     50.0     15.9     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.44        5     41.5     None     1.63
467050 2025100917   1008.9   1011.4     28.7     None     22.7       70     27.6      7.4     50.0     10.1     50.0     15.5     50.0      0.0      0.0      1.0     25.0     None     None      0.6     None     None        3        0        0        4     None      3.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      0.6        3     39.4     None     0.38
467050 2025100918   1009.4   1011.9     28.0     None     23.2       75     28.4      7.4     50.0      8.9     50.0     15.1     50.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        3     37.8     None     0.02
467050 2025100919   1009.7   1012.2     27.8     None     23.4       77     28.8      8.2     50.0      8.2     50.0     13.1     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     37.4     None      0.0
467050 2025100920   1010.3   1012.8     27.8     None     23.4       77     28.8      7.6     50.0      8.4     50.0     12.5     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     37.4     None      0.0
467050 2025100921   1010.4   1012.9     27.5     None     23.5       79     29.0      6.1     60.0      7.5     50.0     11.3     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     28.7     29.4     30.5     30.7     30.5     30.0     29.8     28.9     26.3     24.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     36.7     None      0.0
467050 2025100922   1010.5   1013.0     27.3     None     23.8       81     29.5      5.6     60.0      6.4     60.0      9.6     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     36.3     None      0.0
467050 2025100923   1010.2   1012.7     27.1     None     23.6       81     29.1      6.0     60.0      6.7     60.0     10.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     35.9     None      0.0
467050 2025100924   1009.9   1012.4     27.0     None     23.3       80     28.6      4.6     60.0      5.9     60.0      9.0    140.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     35.7     None      0.0
467050 2025101001   1009.5   1012.0     27.0     None     22.8       78     27.8      5.3     60.0      6.1     60.0      9.0     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     35.7     None      0.0
467050 2025101002   1009.5   1012.0     26.9     None     23.2       80     28.4      5.5     60.0      6.6     50.0     10.2     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     35.4     None      0.0
467050 2025101003   1009.3   1011.8     26.6     None     23.3       82     28.6      4.6     50.0      5.8     50.0      9.5     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     34.8     None      0.0
467050 2025101004   1009.3   1011.8     26.7     None     23.2       81     28.4      5.1     60.0      5.6     50.0      9.4    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     35.0     None      0.0
467050 2025101005   1009.3   1011.8     26.4     None     23.1       82     28.3      3.8     60.0      5.2     60.0      6.9     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     27.9     28.6     29.6     29.7     30.4     30.0     29.8     28.9     26.3     24.9     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     34.4     None      0.0
467050 2025101006   1009.5   1012.0     26.4     None     22.7       80     27.6      3.6     70.0      3.8     60.0      6.1     90.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     34.4     None      0.0
467050 2025101007   1009.5   1012.0     27.9     None     23.1       75     28.3      5.0     60.0      5.1     60.0      8.2     60.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.33        0     37.6     None     0.14
467050 2025101008   1009.7   1012.2     29.8     None     22.0       63     26.4      6.2     70.0      6.2     50.0     10.4     60.0      0.0      0.0      1.0     25.0     None     None      0.6     None     None        1        0        0        3     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.11        2     42.0     None     0.66
467050 2025101009   1009.9   1012.3     30.9     None     23.3       64     28.6      5.6     40.0      6.7     60.0     10.7     50.0      0.0      0.0      1.0     35.0     None     None      0.6     None     None        1        0        0        3     None      1.0     28.9     28.5     29.4     29.3     30.0     29.8     29.7     28.8     26.1     24.7     None        0     None     None     None     None     None     None     None     None     None     None     1.76        3     44.7     None     3.34
467050 2025101010   1009.7   1012.1     31.3     None     24.2       66     30.2      7.1     40.0      7.2     30.0     10.9     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.54        0     45.7     None     4.96
467050 2025101011   1009.2   1011.6     31.4     None     23.8       64     29.5      8.6     40.0      8.9     40.0     13.5     40.0      0.0      0.0      1.0     35.0      7.0     None     None        1     None     None        1        0        0     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.99        8     46.0     None     6.92
467050 2025101012   1008.5   1010.9     31.9     None     25.0       67     31.7      7.5     40.0      9.3     40.0     15.7     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.17        8     47.3     None     7.91
467050 2025101013   1007.9   1010.3     32.6     None     24.1       61     30.0      7.7     40.0      8.7     40.0     13.7     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      3.1        7     49.2     None     7.48
