* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025010919   1024.0   1026.6     13.1     None      7.1       67     10.1     11.2     50.0     11.3     50.0     18.8     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.1     None      0.0
467050 2025010920   1025.3   1027.9     13.0     None      6.6       65      9.7     10.3     50.0     12.1     50.0     18.5     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     15.0     None      0.0
467050 2025010921   1025.6   1028.2     13.0     None      6.1       63      9.4     10.5     60.0     11.8     50.0     18.3     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     13.5     13.5     15.0     15.6     17.0     17.3     19.0     21.3     22.7     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     15.0     None      0.0
467050 2025010922   1025.5   1028.1     12.9     None      6.0       63      9.4     10.1     50.0     11.2     60.0     17.2     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.9     None      0.0
467050 2025010923   1026.3   1028.9     12.8     None      5.7       62      9.2     10.2     50.0     11.2     50.0     17.6     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.8     None      0.0
467050 2025010924   1026.8   1029.4     12.7     None      5.9       63      9.3      9.6     50.0     11.3     50.0     17.5     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.7     None      0.0
467050 2025011001   1026.7   1029.4     12.3     None      5.2       62      8.8     10.3     50.0     11.7     50.0     19.2     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.3     None      0.0
467050 2025011002   1026.5   1029.2     12.3     None      4.8       60      8.6     10.6     50.0     11.2     50.0     17.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.3     None      0.0
467050 2025011003   1026.3   1029.0     11.7     None      5.8       67      9.2     10.3     50.0     12.0     50.0     18.3     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     13.7     None      0.0
467050 2025011004   1026.5   1029.2     11.7     None      5.8       67      9.2     10.5     50.0     12.1     50.0     18.8     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     13.7     None      0.0
467050 2025011005   1027.2   1029.9     11.2     None      5.5       68      9.0     10.2     40.0     11.6     50.0     18.3     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.5     12.5     14.3     15.0     16.6     17.2     19.0     21.3     22.7     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.3     None      0.0
467050 2025011006   1027.8   1030.5     11.1     None      6.1       71      9.4     10.5     50.0     11.8     40.0     20.2     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.2     None      0.0
467050 2025011007   1028.3   1031.0     11.1     None      5.6       69      9.1      9.7     50.0     11.1     40.0     17.4     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.2     None      0.0
467050 2025011008   1029.2   1031.9     11.5     None      5.6       67      9.1      9.2     40.0     10.1     50.0     17.0     50.0      0.0      0.0      0.0     16.0     None     None      0.9     None     None       10        /        /        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.02        3     13.6     None     0.03
467050 2025011009   1029.4   1032.1     11.3     None      5.8       69      9.2      9.8     50.0     10.3     50.0     17.2     40.0      0.0      0.0      0.0     16.0     None      2.1      0.9     None        2        8        /        2        4      0.9     10.0     12.4     12.4     14.1     14.8     16.4     17.1     19.0     21.3     22.7     23.4     None        0     None     None     None     None     None     None     None     None     None     None     0.06        3     13.4     None     0.15
467050 2025011010   1029.3   1032.0     11.5     None      6.0       69      9.4      9.7     60.0     10.4     50.0     17.5     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.15        0     13.6     None     0.44
467050 2025011011   1028.7   1031.4     11.2     None      5.9       70      9.3     10.1     50.0     10.9     50.0     17.1     40.0      0.0      0.0      0.0     16.0     None      2.1      0.9     None        2        8        /        2        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.13        8     13.3     None     0.47
467050 2025011012   1027.6   1030.3     11.3     None      6.4       72      9.6     10.3     50.0     10.8     50.0     17.2     50.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.17        8     13.4     None     0.63
467050 2025011013   1027.0   1029.7     11.3     None      5.8       69      9.2      9.9     50.0     11.1     50.0     17.5     60.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.18        8     13.4     None     0.66
467050 2025011014   1026.2   1028.9     11.4     None      5.3       66      8.9      9.3     50.0     11.0     50.0     16.7     60.0      0.0      0.0      0.0     16.0     None     None      0.9     None     None       10        /        /        4      0.9     10.0     12.3     12.3     13.9     14.5     16.2     16.9     19.0     21.3     22.7     23.4     None        0     None     None     None     None     None     None     None     None     None     None      0.2        8     13.5     None     0.67
467050 2025011015   1026.1   1028.8     11.9     None      5.5       65      9.0      9.8     60.0     10.7     60.0     17.5     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.3        8     13.9     None     0.77
467050 2025011016   1026.0   1028.7     12.1     None      5.5       64      9.0     10.1     60.0     10.1     60.0     17.5     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.23        8     14.1     None     0.43
467050 2025011017   1026.3   1029.0     12.0     None      6.1       67      9.4      9.7     60.0     10.2     60.0     15.9     60.0      0.0      0.0      0.0     16.0     None     None      0.9     None     None        8        0        0        4      0.9      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.24        3     14.0     None     0.27
467050 2025011018   1026.9   1029.6     12.3     None      6.6       68      9.7      9.3     50.0     10.3     60.0     16.0    100.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     14.3     None     0.02
467050 2025011019   1027.4   1030.1     12.4     None      6.2       66      9.5     10.2     60.0     11.4     50.0     19.2     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.4     None      0.0
467050 2025011020   1027.6   1030.2     12.7     None      5.9       63      9.3     10.0     60.0     10.6     60.0     17.2     60.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     14.7     None      0.0
467050 2025011021   1027.7   1030.3     12.9     None      5.8       62      9.2      9.7     70.0     10.3     60.0     17.2     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.6     12.6     13.7     14.3     16.0     16.8     19.0     21.3     22.6     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.9     None      0.0
467050 2025011022   1027.4   1030.0     12.7     None      5.9       63      9.3      9.4     60.0     10.4     60.0     16.7     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     14.7     None      0.0
467050 2025011023   1027.0   1029.6     12.6     None      5.5       62      9.0      8.5     60.0      9.8     60.0     15.4     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.6     None      0.0
467050 2025011024   1026.6   1029.2     12.4     None      5.6       63      9.1      7.9     70.0      9.1     70.0     14.8     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.4     None      0.0
467050 2025011101   1026.4   1029.0     12.5     None      6.6       67      9.7      8.5     60.0      9.7     60.0     15.4     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.5     None      0.0
467050 2025011102   1026.0   1028.6     12.6     None      6.2       65      9.5      8.7     60.0      9.8     60.0     17.2    120.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.6     None      0.0
467050 2025011103   1025.9   1028.5     12.8     None      6.6       66      9.7     10.0     60.0     10.1     60.0     15.8     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.8     None      0.0
467050 2025011104   1026.1   1028.7     12.7     None      5.6       62      9.1     10.0     60.0     10.7     60.0     17.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     14.7     None      0.0
467050 2025011105   1026.2   1028.8     12.5     None      5.0       60      8.7     10.1     60.0     11.4     60.0     16.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.4     12.4     13.6     14.2     15.8     16.6     19.0     21.3     22.6     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.5     None      0.0
467050 2025011106   1026.4   1029.0     12.4     None      5.3       62      8.9      7.3     60.0     10.4     60.0     16.8     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.4     None      0.0
467050 2025011107   1026.4   1029.1     12.1     None      5.7       65      9.2      7.2     60.0      8.2     60.0     13.1     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        0     14.1     None     0.01
467050 2025011108   1026.8   1029.4     12.7     None      6.1       64      9.4      7.4     60.0      7.6     60.0     14.0     60.0      0.0      0.0      0.0     16.0     None     None      0.9     None     None        9        /        /        5      0.9      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.15        2     14.7     None     0.18
467050 2025011109   1027.5   1030.1     13.7     None      6.8       63      9.9      7.1     60.0      8.3     60.0     13.7     60.0      0.0      0.0      0.0     20.0     None     None      0.9     None     None        9        /        /        4      0.9      9.0     13.0     13.0     13.6     14.1     15.7     16.5     18.9     21.2     22.6     23.4     None        0     None     None     None     None     None     None     None     None     None     None     0.48        3     15.7     None     0.82
467050 2025011110   1027.2   1029.8     14.2     None      7.0       62     10.0      9.4     60.0      9.4     60.0     14.5     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.84        0     16.2     None     2.04
467050 2025011111   1026.4   1029.0     15.0     None      7.8       62     10.6      9.0     60.0      9.9     60.0     15.6     60.0      0.0      0.0      0.0     20.0     None      3.0      0.9     None        4        5        /        7        4     None      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.39        8     17.1     None     3.95
467050 2025011112   1025.7   1028.3     13.9     None      9.0       72     11.5      9.5     40.0      9.9     50.0     15.9     40.0     -9.8      0.1      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      1.1        8     15.9     None     3.38
467050 2025011113   1025.1   1027.7     13.4     None      8.5       72     11.1      8.2     40.0     10.3     40.0     16.1     90.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.66        8     15.4     None     2.16
467050 2025011114   1024.8   1027.4     12.7     None      8.0       73     10.7      8.3     50.0      9.2     50.0     15.0     50.0     -9.8      0.3      0.0     16.0     None     None      0.6     None     None       10        /        /        5      0.6     10.0     13.1     13.1     14.0     14.3     15.8     16.4     18.9     21.2     22.6     23.4     None        1     None        1     None     None     None     None     None     None     None     None     0.24        8     14.7     None     0.81
467050 2025011115   1024.5   1027.1     11.9     None      8.8       81     11.3      8.2     50.0      8.9     50.0     13.5     50.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.17        8     13.9     None     0.56
467050 2025011116   1024.5   1027.1     12.3     None      8.6       78     11.2      6.9     50.0      8.3     50.0     12.7     50.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.2        7     14.3     None     0.45
467050 2025011117   1025.0   1027.6     12.7     None      8.4       75     11.0      7.0     50.0      7.7     50.0     11.9     40.0     -9.8      0.1      0.0     16.0     None     None      0.6     None     None       10        /        /        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.05        3     14.7     None     0.08
467050 2025011118   1025.3   1027.9     12.3     None      8.2       76     10.9      7.3     40.0      8.5     40.0     14.6     50.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     14.3     None      0.0
467050 2025011119   1026.0   1028.6     12.2     None      7.1       71     10.1      8.0     50.0      8.5     40.0     13.8     50.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     14.2     None      0.0
467050 2025011120   1026.3   1028.9     12.4     None      6.2       66      9.5      7.8     50.0      8.0     50.0     13.2     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.4     None      0.0
467050 2025011121   1026.2   1028.8     12.6     None      6.4       66      9.6      6.7     50.0      8.4     50.0     12.8     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.8     12.8     13.8     14.3     15.8     16.4     18.9     21.2     22.6     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.6     None      0.0
467050 2025011122   1026.3   1028.9     12.9     None      6.0       63      9.4      5.1     50.0      7.0     50.0     11.7     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.9     None      0.0
467050 2025011123   1026.1   1028.7     13.1     None      4.0       54      8.1      5.2     50.0      6.5     50.0      9.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.1     None      0.0
467050 2025011124   1025.6   1028.2     13.1     None      4.3       55      8.3      4.6     50.0      5.5     50.0      8.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.1     None      0.0
467050 2025011201   1024.8   1027.4     13.0     None      4.2       55      8.3      4.2     60.0      4.9     50.0      8.1     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.0     None      0.0
467050 2025011202   1024.3   1026.9     11.9     None      6.0       67      9.4      2.2     80.0      4.1     60.0      5.6     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     13.9     None      0.0
467050 2025011203   1024.3   1027.0     10.2     None      6.4       77      9.6      2.2     60.0      2.7     70.0      4.0     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     12.4     None      0.0
467050 2025011204   1024.4   1027.0     12.8     None      5.9       63      9.3      4.9     40.0      4.9     40.0      8.7     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     14.8     None      0.0
467050 2025011205   1024.9   1027.5     12.8     None      5.5       61      9.0      4.8     50.0      5.9     40.0      9.4     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.7     12.7     13.6     14.2     15.7     16.3     18.8     21.2     22.6     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.8     None      0.0
467050 2025011206   1025.5   1028.1     12.2     None      4.4       59      8.4      4.9     50.0      5.2     50.0      7.9     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.2     None      0.0
467050 2025011207   1025.9   1028.6     11.9     None      4.2       59      8.3      4.8     50.0      5.3     50.0      8.5     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        1     13.9     None     0.01
467050 2025011208   1026.4   1029.0     13.0     None      3.7       53      8.0      5.1     50.0      5.4     50.0      8.2     50.0      0.0      0.0      0.8     20.0     None     None      1.2     None     None        1        0        0        1     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.39        2     15.0     None     0.33
467050 2025011209   1026.7   1029.3     14.2     None      3.7       49      8.0      6.1     50.0      6.3     50.0      9.2     40.0      0.0      0.0      1.0     20.0     None     None      0.9     None     None        1        0        0        1     None      1.0     13.1     13.1     13.6     14.1     15.7     16.3     18.8     21.2     22.6     23.4     None        0     None     None     None     None     None     None     None     None     None     None      1.1        1     16.2     None      1.4
467050 2025011210   1026.7   1029.3     14.7     None      4.1       49      8.2      6.6     60.0      7.1     40.0     12.1     40.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.83        0     16.7     None     3.22
467050 2025011211   1025.9   1028.5     15.3     None      4.7       49      8.5      7.2     50.0      7.5     50.0     11.7     40.0      0.0      0.0      1.0     16.0     None     None      0.9     None     None        1        0        0        1     None      1.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.43        8     17.4     None     5.16
467050 2025011212   1024.7   1027.3     16.2     None      4.0       44      8.1      6.5     60.0      7.3     50.0     11.6     60.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.74        8     18.4     None     6.56
467050 2025011213   1023.4   1026.0     16.6     None     -2.0       28      5.3      5.6     60.0      6.6     60.0      9.8     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      2.8        8     18.9     None     6.76
467050 2025011214   1022.6   1025.2     16.8     None     -3.9       24      4.6      6.5     50.0      7.1     50.0     11.5     40.0      0.0      0.0      1.0     30.0     None     None      1.2     None     None        1        0        0        1     None      1.0     14.4     14.4     14.1     14.3     15.7     16.2     18.7     21.2     22.6     23.4     None        0     None     None     None     None     None     None     None     None     None     None     2.57        7     19.1     None     5.63
467050 2025011215   1022.0   1024.6     15.8     None      1.5       38      6.8      7.3     60.0      7.7     50.0     11.6     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.06        7     17.9     None     3.63
467050 2025011216   1022.2   1024.8     15.5     None     -1.1       32      5.6      6.6     50.0      7.4     60.0     11.6     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.36        5     17.6     None     1.66
467050 2025011217   1022.9   1025.5     14.1     None      1.7       43      6.9      6.8     50.0      7.7     50.0     11.8     70.0      0.0      0.0      1.0     20.0     None     None     None     None     None     None     None     None     None     None      0.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.55        3     16.1     None     0.42
467050 2025011218   1023.7   1026.3     12.9     None      1.9       47      7.0      5.3     60.0      6.9     50.0     10.5     50.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     14.9     None     0.02
467050 2025011219   1024.7   1027.3     12.2     None      1.5       48      6.8      5.0     60.0      6.5     60.0      9.8     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.2     None      0.0
467050 2025011220   1024.9   1027.6     11.6     None      1.5       50      6.8      3.8     70.0      4.9     60.0      6.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     13.7     None      0.0
467050 2025011221   1024.9   1027.6     11.8     None      2.3       52      7.2      5.0     70.0      5.0     70.0      7.6     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     12.4     12.4     14.0     14.5     15.8     16.2     18.7     21.2     22.5     23.4     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     13.8     None      0.0
467050 2025011222   1024.5   1027.1     11.9     None      2.6       53      7.4      5.2     70.0      5.5     70.0      9.0     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     13.9     None      0.0
467050 2025011223   1023.7   1026.4     11.5     None      2.3       53      7.2      5.2     60.0      5.8     60.0      8.8     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     13.6     None      0.0
467050 2025011224   1023.7   1026.3     11.9     None      2.4       52      7.3      5.9     60.0      5.9     60.0      9.2     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     13.9     None      0.0
467050 2025011301   1022.9   1025.5     12.8     None      2.1       48      7.1      6.1     60.0      6.2     60.0      9.9     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.8     None      0.0
