* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025030521   1013.2   1015.8     16.0     None     14.9       93     16.9     10.0     50.0     10.4     50.0     18.0     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     15.9     16.8     17.3     17.6     18.6     19.0     19.3     20.2     21.6     23.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     18.2     None      0.0
467050 2025030522   1013.5   1016.1     16.2     None     15.2       94     17.3      9.9     50.0     10.7     50.0     17.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     18.4     None      0.0
467050 2025030523   1013.6   1016.2     16.4     None     15.1       92     17.2     11.1     50.0     12.0     50.0     18.2     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     18.6     None      0.0
467050 2025030524   1014.1   1016.7     16.1     None     15.1       94     17.2     10.6     50.0     11.2     50.0     17.7     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     18.3     None      0.0
467050 2025030601   1014.1   1016.7     15.4     None     15.1       98     17.2      8.9     40.0     10.3     40.0     16.5     40.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     17.5     None      0.0
467050 2025030602   1014.6   1017.2     14.4     None     13.9       97     15.9      9.5     30.0     10.4     50.0     16.2     70.0      0.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     16.4     None      0.0
467050 2025030603   1014.6   1017.2     14.3     None     13.8       97     15.8      9.2     40.0     10.7     40.0     17.5     40.0     -9.8      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     16.3     None      0.0
467050 2025030604   1015.6   1018.2     13.4     None     12.6       95     14.6     10.1     30.0     11.4     30.0     17.6     40.0      1.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.4     None      0.0
467050 2025030605   1016.5   1019.1     12.6     None     11.5       93     13.6     11.3     30.0     12.1     40.0     20.9     20.0      2.5      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     14.5     16.4     16.9     17.3     18.3     18.8     19.3     20.2     21.6     23.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     14.6     None      0.0
467050 2025030606   1018.6   1021.2     12.2     None     11.1       93     13.2     10.5     40.0     11.9     30.0     20.8     20.0      2.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     14.2     None      0.0
467050 2025030607   1019.8   1022.4     11.8     None     10.4       91     12.6     11.7     40.0     12.8     40.0     20.6     40.0      3.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        2     None     None     None     None     None     None     None     None     0.02        1     13.8     None     0.02
467050 2025030608   1020.6   1023.2     12.1     None     10.5       90     12.7     10.4     40.0     12.1     40.0     19.1     50.0      1.5      1.0      0.0      8.0     None      1.5      0.6     None        2        8        /        2        7      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        1     None     None     None     None     None     None     None     None      0.1        3     14.1     None      0.2
467050 2025030609   1020.2   1022.8     12.5     None     11.1       91     13.2     10.0     50.0     11.4     50.0     17.7     30.0     -9.8      0.6      0.0     16.0     None      2.1      0.6     None        2        8        /        2        7      0.6     10.0     13.8     15.4     16.1     16.7     18.1     18.8     18.8     20.3     21.6     23.6     None        2     None        1     None     None     None     None     None     None     None     None     0.24        0     14.5     None     0.71
467050 2025030610   1020.9   1023.5     12.5     None     11.2       92     13.3     10.4     50.0     11.6     50.0     18.3     60.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.28        3     14.5     None     0.98
467050 2025030611   1020.9   1023.5     12.3     None     11.0       92     13.1     11.3     40.0     11.5     40.0     19.2     40.0      0.5      1.0      0.0      8.0     None      1.5      0.6     None        3        7        /        2        7      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        1     None     None     None     None     None     None     None     None     0.26        2     14.3     None     0.97
467050 2025030612   1020.4   1023.0     12.8     None     11.0       89     13.1     10.9     40.0     12.1     40.0     20.0     40.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.5        0     14.8     None      2.1
467050 2025030613   1019.9   1022.5     12.9     None     10.6       86     12.8     10.8     40.0     11.8     40.0     19.0     50.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.52        8     14.9     None     2.16
467050 2025030614   1019.7   1022.3     12.9     None     10.8       87     13.0     11.2     40.0     11.7     40.0     19.0     30.0     -9.8      0.3      0.0     16.0     None      2.1     0.45     None        2        8        /        2        4     0.45     10.0     13.6     15.2     15.9     16.3     17.7     18.5     18.5     20.3     21.6     23.6     None        1     None        1     None     None     None     None     None     None     None     None     0.38        8     14.9     None     1.53
467050 2025030615   1019.7   1022.3     12.9     None     11.1       89     13.2     10.2     40.0     12.4     40.0     19.4     40.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.32        7     14.9     None     1.12
467050 2025030616   1020.0   1022.6     13.0     None     10.7       86     12.9     10.9     40.0     11.6     50.0     20.0     50.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.22        3     15.0     None     0.61
467050 2025030617   1020.4   1023.0     12.6     None     11.0       90     13.1     10.3     40.0     11.8     40.0     18.4     40.0     -9.8      0.5      0.0     12.0     None      1.5     0.45     None        2        8        /        2        7     0.45     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None      0.1        3     14.6     None      0.2
467050 2025030618   1020.5   1023.1     12.7     None     10.8       88     13.0     11.9     50.0     12.3     50.0     19.2     60.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.03        3     14.7     None     0.04
467050 2025030619   1020.5   1023.1     13.1     None     10.5       84     12.7     10.1     50.0     12.2     50.0     19.6     50.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        2     15.1     None      0.0
467050 2025030620   1021.6   1024.2     13.2     None     10.2       82     12.4     11.5     50.0     12.4     50.0     20.1     40.0     -9.8      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     15.2     None      0.0
467050 2025030621   1022.3   1024.9     13.0     None     10.7       86     12.9     11.1     50.0     12.2     50.0     19.1     60.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     13.3     14.8     15.5     15.9     17.4     18.2     18.4     20.3     21.6     23.6     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     15.0     None      0.0
467050 2025030622   1022.4   1025.0     12.4     None     11.0       91     13.1     10.8     50.0     12.0     50.0     19.6     50.0     -9.8      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     14.4     None      0.0
467050 2025030623   1021.9   1024.5     12.9     None     10.3       84     12.5     10.8     50.0     12.2     50.0     19.0     60.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     14.9     None      0.0
467050 2025030624   1020.9   1023.5     13.5     None      9.9       79     12.2     11.2     50.0     11.9     50.0     19.3     60.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.5     None      0.0
467050 2025030701   1021.0   1023.6     13.8     None      9.3       74     11.7      8.8     60.0     11.0     50.0     17.7     60.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.8     None      0.0
467050 2025030702   1019.7   1022.3     13.3     None      9.4       77     11.8      9.6     60.0     10.0     60.0     16.8     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.3     None      0.0
467050 2025030703   1019.3   1021.9     13.4     None      9.3       76     11.7      8.7     60.0     10.3     60.0     16.3     60.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     15.4     None      0.0
467050 2025030704   1019.3   1021.9     13.4     None     10.0       80     12.3     10.3     60.0     10.3     60.0     16.9     60.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.4     None      0.0
467050 2025030705   1019.1   1021.7     13.7     None     10.5       81     12.7      7.6     50.0     10.5     60.0     15.0     60.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     13.3     14.4     15.0     15.4     17.0     17.9     18.3     20.3     21.6     23.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.7     None      0.0
467050 2025030706   1019.2   1021.8     13.9     None      9.6       75     12.0      7.7     60.0      8.4     60.0     13.5     50.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.9     None      0.0
467050 2025030707   1019.8   1022.4     13.8     None      9.8       77     12.1      6.4     60.0      7.8     60.0     12.3     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     15.8     None     0.02
467050 2025030708   1019.8   1022.4     14.3     None      9.7       74     12.0      7.8     50.0      7.9     50.0     12.8     50.0      0.0      0.0      0.0     20.0     None     None      0.9     None     None       10        /        /        5      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      0.2        2     16.3     None     0.26
467050 2025030709   1019.3   1021.9     14.5     None     10.3       76     12.5      9.0     60.0     11.4     60.0     16.8     60.0      0.0      0.0      0.0     20.0     None     None      0.9     None     None       10        /        /        5      0.9     10.0     13.5     14.4     15.0     15.3     16.8     17.7     18.3     20.3     21.5     23.6     None        0     None     None     None     None     None     None     None     None     None     None     0.28        0     16.5     None     0.71
467050 2025030710   1018.8   1021.4     15.8     None     10.4       70     12.6     10.2     60.0     10.7     60.0     16.6     60.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.37        8     17.9     None     3.38
467050 2025030711   1017.7   1020.3     16.5     None     10.8       69     13.0      8.9     60.0     10.3     60.0     16.1     50.0      0.0      0.0      0.0     20.0     None      2.1      0.6     None        3        7        /        2        4      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.32        8     18.8     None     4.09
467050 2025030712   1017.0   1019.6     16.5     None     11.2       71     13.3      9.1     50.0     11.5     50.0     16.6     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.46        8     18.8     None     4.66
467050 2025030713   1016.4   1019.0     16.1     None     10.9       71     13.0     10.0     50.0     11.5     50.0     16.4     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.16        8     18.3     None     3.93
467050 2025030714   1015.7   1018.3     16.1     None     10.9       71     13.0      7.9     60.0     10.4     50.0     16.2     50.0      0.0      0.0      0.0     16.0     None      2.1     None     None       10     None        /        2        0      2.1     10.0     14.4     15.3     15.9     15.9     16.6     17.6     18.2     20.3     21.5     23.6     None        0     None     None     None     None     None     None     None     None     None     None     0.67        8     18.3     None     2.25
467050 2025030715   1015.9   1018.5     16.1     None     11.3       73     13.4      7.1     50.0      9.5     60.0     15.7     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.46        5     18.3     None     1.38
467050 2025030716   1017.2   1019.8     15.8     None     10.6       71     12.8      8.9     50.0      8.9     50.0     15.8     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.19        3     17.9     None     0.49
467050 2025030717   1017.9   1020.5     13.3     None     12.2       93     14.2     10.1     40.0     10.1     40.0     16.6     40.0     -9.8      0.9      0.0      8.0     None      1.5     0.45     None        2        8        /        2        7     0.45     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.06        3     15.3     None     0.11
467050 2025030718   1018.5   1021.1     13.1     None     12.2       94     14.2      8.3     50.0     10.0     40.0     15.9     40.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.02        3     15.1     None     0.03
467050 2025030719   1019.3   1021.9     13.2     None     11.4       89     13.5      7.3     40.0      9.6     40.0     15.4     50.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     15.2     None      0.0
467050 2025030720   1019.5   1022.1     12.8     None     11.4       91     13.5      7.9     50.0      9.2     50.0     14.2     50.0      2.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     14.8     None      0.0
467050 2025030721   1019.1   1021.7     12.6     None     11.5       93     13.6      8.9     50.0      9.6     50.0     14.9     40.0      1.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     13.7     15.0     15.5     15.9     16.8     17.5     18.2     20.3     21.6     23.6     None     None     None        1     None     None     None     None     None     None     None     None      0.0        0     14.6     None      0.0
467050 2025030722   1019.5   1022.1     13.1     None     11.3       89     13.4      8.9     40.0      9.5     50.0     15.2     40.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     15.1     None      0.0
467050 2025030723   1019.3   1021.9     13.4     None     10.8       84     13.0      8.2     40.0      9.4     40.0     14.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        5     15.4     None      0.0
467050 2025030724   1019.2   1021.8     13.3     None      9.9       80     12.2      8.6     40.0      9.2     40.0     14.0     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     15.3     None      0.0
467050 2025030801   1019.1   1021.7     13.2     None      9.1       76     11.6      7.3     50.0      8.8     40.0     13.8     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     15.2     None      0.0
467050 2025030802   1019.1   1021.7     13.4     None      9.3       76     11.7      6.5     50.0      8.1     40.0     12.9     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.4     None      0.0
467050 2025030803   1019.0   1021.6     13.5     None      9.6       77     12.0      5.8     40.0      8.0     40.0     12.5     40.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.5     None      0.0
467050 2025030804   1018.9   1021.5     13.6     None      9.8       78     12.1      6.6     40.0      7.8     40.0     12.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     15.6     None      0.0
467050 2025030805   1019.3   1021.9     13.3     None     10.1       81     12.4      6.0     40.0      7.4     40.0     12.4     50.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     13.4     14.4     15.0     15.3     16.6     17.4     18.0     20.3     21.5     23.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.3     None      0.0
467050 2025030806   1019.3   1021.9     13.3     None      9.7       79     12.0      5.9     50.0      7.2     50.0     11.1     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     15.3     None      0.0
467050 2025030807   1020.1   1022.7     13.6     None      9.7       77     12.0      6.3     40.0      7.0     50.0     10.8     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     15.6     None     0.02
467050 2025030808   1020.9   1023.5     13.9     None      9.6       75     12.0      6.7     50.0      7.2     40.0     12.0     40.0      0.0      0.0      0.0     20.0     None      2.1      0.6     None        3        7        /        2        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None      0.1        3     15.9     None     0.16
467050 2025030809   1021.0   1023.6     14.3     None     10.7       79     12.9      6.4     50.0      6.8     40.0     10.7     40.0      0.0      0.0      0.0     20.0     None      2.1      0.6     None        2        8        /        2        4      0.6     10.0     13.6     14.4     14.9     15.1     16.4     17.3     18.0     20.3     21.5     23.6     None        0     None     None     None     None     None     None     None     None     None     None      0.2        1     16.3     None     0.48
467050 2025030810   1020.6   1023.2     15.0     None     11.2       78     13.3      7.2     50.0      7.6     50.0     11.1     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.52        0     17.1     None     1.54
467050 2025030811   1020.3   1022.9     14.8     None     11.0       78     13.1      7.5     40.0      8.3     50.0     12.4     40.0      0.0      0.0      0.0     12.0     None      2.1      0.6     None        4        6        /        2        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.88        8     16.8     None     2.81
467050 2025030812   1019.6   1022.2     15.0     None     10.4       74     12.6      8.2     40.0      8.2     40.0     12.9     30.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.78        8     17.1     None      2.7
467050 2025030813   1019.1   1021.7     14.9     None     10.3       74     12.5      8.9     40.0      9.0     40.0     14.2     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.84        7     16.9     None     2.92
467050 2025030814   1018.7   1021.3     15.0     None     10.4       74     12.6      8.3     40.0      9.5     50.0     14.9     50.0      0.0      0.0      0.0     25.0     None      2.1      0.6     None        4        6        /        2        5      0.6     10.0     14.0     14.9     15.5     15.5     16.3     17.2     18.0     20.3     21.5     23.6     None        0     None     None     None     None     None     None     None     None     None     None     0.83        7     17.1     None     2.67
467050 2025030815   1018.5   1021.1     14.7     None     10.3       75     12.5      8.3     40.0      9.4     40.0     15.4     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.5        7     16.7     None     1.49
467050 2025030816   1018.6   1021.2     14.9     None     10.3       74     12.5      8.6     40.0      9.1     50.0     14.8     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.38        5     16.9     None     0.89
467050 2025030817   1019.1   1021.7     15.0     None     10.0       72     12.3      8.5     50.0     10.3     50.0     15.2     40.0      0.0      0.0      0.0     25.0     None      2.1      0.6     None        2        8        /        2        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.25        3     17.1     None     0.41
467050 2025030818   1019.3   1021.9     15.1     None     10.1       72     12.4      7.7     50.0      9.2     60.0     14.2     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.06        1     17.2     None     0.07
467050 2025030819   1019.5   1022.1     15.2     None     10.6       74     12.8      8.2     50.0      9.0     50.0     14.3     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     17.3     None      0.0
467050 2025030820   1020.0   1022.6     15.3     None     11.3       77     13.4      6.6     60.0      8.9     50.0     14.4     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.4     None      0.0
467050 2025030821   1020.2   1022.8     15.1     None     11.1       77     13.2      6.9     60.0      9.2     60.0     14.2     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     14.0     14.9     15.4     15.6     16.4     17.1     17.9     20.3     21.5     23.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     17.2     None      0.0
467050 2025030822   1020.3   1022.9     15.0     None     11.0       77     13.1      6.4     60.0      6.9     60.0     11.4     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     17.1     None      0.0
467050 2025030823   1020.2   1022.8     15.2     None     11.0       76     13.1      6.8     60.0      7.1     60.0     12.3     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     17.3     None      0.0
467050 2025030824   1020.5   1023.1     15.4     None     12.2       81     14.2      5.3     50.0      6.8     60.0      9.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     17.5     None      0.0
467050 2025030901   1020.1   1022.7     16.0     None     12.4       79     14.4      6.2     50.0      7.0     50.0     11.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     18.2     None      0.0
467050 2025030902   1020.3   1022.9     16.1     None     12.3       78     14.3      6.6     50.0      7.6     50.0     12.3     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     18.3     None      0.0
