* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025070905    997.7   1000.2     23.4     None     21.5       89     25.6      3.9    170.0      4.4    150.0      7.3    150.0      2.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     24.6     25.6     26.6     26.8     28.4     28.1     28.0     26.4     23.9     23.2     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     28.8     None      0.0
467050 2025070906    997.7   1000.2     23.4     None     22.2       93     26.8      3.1    180.0      4.2    170.0      6.2    170.0      5.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        5     28.8     None     0.01
467050 2025070907    998.0   1000.5     23.9     None     22.7       93     27.6      4.1    180.0      4.1    180.0      6.3    170.0      4.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1        5     None     None     None     None        9     None     None     None     0.04        3     29.7     None     0.06
467050 2025070908    998.5   1001.0     23.9     None     22.7       93     27.6      3.6    180.0      4.4    180.0      6.1    190.0      4.5      1.0      0.0      5.0     None     None      0.9     None     None       10        /        /        9      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        1        1        5     None     None     None     None        9     None     None     None      0.1        3     29.7     None      0.2
467050 2025070909    998.7   1001.2     24.6     None     23.7       95     29.3      5.6    200.0      7.0    200.0     11.6    220.0      3.0      1.0      0.0      5.0     None     None      0.9     None     None       10        /        /        9      0.9     10.0     25.0     25.4     26.2     26.5     28.0     27.8     27.8     26.4     23.9     23.1     None        1        1        4     None     None     None     None        9     None     None     None     0.11        3     30.9     None     0.28
467050 2025070910    998.7   1001.2     24.5     None     23.5       94     29.0      5.0    180.0      6.9    200.0     10.6    220.0      4.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        5     None     None     None     None        9     None     None     None     0.34        2     30.7     None     1.09
467050 2025070911    998.7   1001.2     25.1     None     23.5       91     29.0      3.4    190.0      5.7    180.0      8.0    170.0      1.0      1.0      0.0     10.0     None     None      0.9     None     None       10        /        /        7      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        4     None     None     None     None     None     None     None     None     0.61        2     31.9     None     2.18
467050 2025070912    999.3   1001.8     25.3     None     23.0       87     28.1      0.4    100.0      3.9    200.0      5.9    190.0      0.5      0.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None        9     None     None     None     0.84        3     32.2     None     3.19
467050 2025070913    998.5   1001.0     24.5     None     23.3       93     28.6      3.6    160.0      3.6    160.0      6.6    150.0      2.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None        9     None     None     None     0.43        8     30.7     None     1.62
467050 2025070914    998.2   1000.7     24.0     None     22.8       93     27.8      3.5    140.0      4.5    160.0      7.7    160.0      7.5      1.0      0.0      4.0     None     None      0.9     None     None       10        /        /        7      0.9     10.0     25.3     25.7     26.4     26.6     27.7     27.6     27.6     26.4     23.9     23.1     None        1     None        5     None     None     None     None        9     None     None     None     0.24        8     29.8     None      0.8
467050 2025070915    998.2   1000.7     24.1     None     23.1       94     28.3      1.1    290.0      4.1    120.0      5.5    110.0      6.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        5     None     None     None     None        9     None     None     None     0.12        5     30.0     None     0.35
467050 2025070916    998.9   1001.4     23.8     None     23.0       95     28.1      4.0    240.0      4.6    250.0      6.6    240.0      9.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        5     None     None     None     None        9     None     None     None     0.09        3     29.5     None     0.23
467050 2025070917    998.4   1000.9     23.0     None     22.5       97     27.3      1.8    180.0      3.8    240.0      5.0    220.0     23.0      1.0      0.0      2.5     None     None      0.6     None     None       10        /        /        7      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        6     None     None     None     None        9     None     None     None     0.04        0     28.1     None     0.07
467050 2025070918    997.6   1000.1     23.0     None     22.5       97     27.3      1.4    150.0      3.9    180.0      5.6    150.0     12.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        5     None     None     None     None        9     None     None     None     0.03        8     28.1     None     0.04
467050 2025070919    997.6   1000.1     23.3     None     22.8       97     27.8      1.2    240.0      2.5    250.0      3.9    230.0      3.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        5     None     None     None     None        9     None     None     None     0.01        7     28.6     None     0.01
467050 2025070920    998.2   1000.7     23.2     None     22.7       97     27.6      0.9    190.0      1.4    220.0      2.4    220.0      2.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None        9     None     None     None      0.0        5     28.4     None      0.0
467050 2025070921    998.2   1000.7     23.5     None     23.0       97     28.1      0.7    110.0      1.6    180.0      2.7    180.0      0.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     24.9     25.3     26.1     26.2     27.4     27.3     27.4     26.5     23.9     23.1     None     None     None        4     None     None     None     None        9     None     None     None      0.0        0     29.0     None      0.0
467050 2025070922    998.8   1001.3     23.7     None     23.2       97     28.4      0.5    100.0      1.1     80.0      2.3     80.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     29.3     None      0.0
467050 2025070923    998.9   1001.4     24.0     None     23.5       97     29.0      0.7    100.0      1.5     80.0      2.5     80.0      0.5      0.7     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     29.8     None      0.0
467050 2025070924    998.8   1001.3     24.1     None     23.6       97     29.1      1.2     90.0      1.5     80.0      2.8     80.0      0.5      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     30.0     None      0.0
467050 2025071001    998.5   1001.0     24.1     None     23.6       97     29.1      1.1    110.0      1.2     90.0      2.3     80.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.0     None      0.0
467050 2025071002    997.8   1000.3     23.8     None     23.0       95     28.1      1.1    120.0      1.2    120.0      2.4    130.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     29.5     None      0.0
467050 2025071003    996.7    999.2     23.8     None     22.4       92     27.1      2.7    130.0      2.9    130.0      4.4    140.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     29.5     None      0.0
467050 2025071004    996.7    999.2     23.6     None     22.8       95     27.8      1.4    130.0      2.6    130.0      3.0    120.0     -9.8      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     29.1     None      0.0
467050 2025071005    997.2    999.7     23.7     None     22.7       94     27.6      1.3    160.0      2.3    170.0      3.1    180.0      2.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     24.9     25.4     26.0     26.1     27.1     27.1     27.3     26.5     23.9     23.1     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     29.3     None      0.0
467050 2025071006    997.4    999.9     23.8     None     22.6       93     27.4      1.3    100.0      2.4    110.0      4.0    110.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        1     29.5     None     0.02
467050 2025071007    997.5   1000.0     23.9     None     23.1       95     28.3      2.3     90.0      2.3     90.0      3.6    120.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.12        1     29.7     None     0.18
467050 2025071008    997.6   1000.1     24.4     None     23.4       94     28.8      2.5    130.0      2.6    120.0      4.0     90.0     -9.8      0.3      0.0     20.0     None     None      1.2     None     None       10        /        /        7      1.2     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        4     None     None     None     None     None     None     None     None     0.33        1     30.6     None     0.72
467050 2025071009    997.6   1000.1     25.2     None     23.6       91     29.1      1.8    110.0      2.8    130.0      4.4    130.0     -9.8      0.2      0.0     20.0     None     None      1.2     None     None       10        /        /        7      1.2     10.0     25.2     25.4     25.9     26.0     27.0     27.0     27.2     26.5     23.9     23.1     None        1     None        4     None     None     None     None     None     None     None     None     0.51        2     32.1     None     1.52
467050 2025071010    998.1   1000.6     25.8     None     24.2       91     30.2      1.8    110.0      2.0     80.0      3.3     80.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None      0.8        3     33.2     None     2.76
467050 2025071011    998.2   1000.7     26.6     None     23.9       85     29.7      1.2    160.0      2.0    110.0      2.9    100.0     -9.8      0.3      0.0     20.0     None     None      1.2     None     None       10        /        /        7      1.2     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        4     None     None     None     None     None     None     None     None     0.87        1     34.8     None     3.27
467050 2025071012    997.9   1000.4     26.8     None     24.3       86     30.4      0.4    260.0      1.7    180.0      3.0    180.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.9        0     35.2     None     3.58
467050 2025071013    998.0   1000.5     26.8     None     23.7       83     29.3      0.7    320.0      1.5    280.0      2.4    290.0     -9.8      0.7      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.94        5     35.2     None     3.63
467050 2025071014    998.2   1000.7     27.0     None     24.1       84     30.0      1.9    280.0      1.9    280.0      2.9    290.0      0.0      0.0      0.0     20.0     None      2.1     None     None       10     None        /        2        0      2.1     10.0     26.2     26.2     26.5     26.5     26.9     27.0     27.1     26.4     23.8     23.0     None        1     None     None     None     None     None     None     None     None     None     None     0.93        4     35.7     None     3.44
467050 2025071015    998.0   1000.5     26.5     None     24.4       88     30.6      2.1    250.0      3.1    250.0      4.3    250.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.55        0     34.6     None     1.81
467050 2025071016    997.4    999.9     26.5     None     24.4       88     30.6      1.6    230.0      2.4    240.0      3.3    240.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.52        8     34.6     None     1.47
467050 2025071017    997.4    999.9     26.3     None     24.7       91     31.1      0.8    240.0      1.8    240.0      2.6    250.0     -9.8      0.3      0.0     20.0     None      2.1     None     None       10     None        /        2        0      2.1     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        4     None     None     None     None     None     None     None     None     0.27        5     34.2     None     0.58
467050 2025071018    997.8   1000.3     25.9     None     25.0       95     31.7      0.4     90.0      1.5    230.0      2.1    230.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.15        5     33.4     None     0.21
467050 2025071019    997.9   1000.4     25.7     None     25.0       96     31.7      0.1      0.0      0.3     80.0      0.7    110.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.02        1     33.0     None     0.02
467050 2025071020    998.5   1001.0     25.5     None     25.0       97     31.7      0.1      0.0      0.6    100.0      1.3    100.0     -9.8      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None      0.0        2     32.6     None      0.0
467050 2025071021    999.0   1001.5     25.3     None     24.8       97     31.3      0.5    180.0      0.6    180.0      1.4    180.0     -9.8      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     26.3     26.5     27.0     26.9     27.1     27.1     27.2     26.5     23.9     23.1     None     None     None        4     None     None     None     None     None     None     None     None      0.0        3     32.2     None      0.0
467050 2025071022    999.6   1002.1     25.3     None     24.8       97     31.3      0.7    200.0      0.8    190.0      1.5    200.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     32.2     None      0.0
467050 2025071023    999.7   1002.2     25.0     None     24.5       97     30.7      1.1    200.0      1.4    200.0      2.3    200.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     31.7     None      0.0
467050 2025071024    999.2   1001.7     24.9     None     24.4       97     30.6      1.4    180.0      1.6    180.0      2.4    170.0     -9.8      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     31.5     None      0.0
467050 2025071101    999.0   1001.5     24.7     None     24.2       97     30.2      1.3    190.0      1.8    180.0      2.7    180.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     31.1     None      0.0
467050 2025071102    998.8   1001.3     24.7     None     24.2       97     30.2      1.0    180.0      1.4    190.0      2.1    180.0      0.5      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     31.1     None      0.0
467050 2025071103    998.8   1001.3     24.5     None     23.8       96     29.5      1.2    180.0      2.0    180.0      2.6    190.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     30.7     None      0.0
467050 2025071104    998.8   1001.3     24.5     None     23.5       94     29.0      0.7    140.0      1.9    160.0      2.5    160.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     30.7     None      0.0
467050 2025071105    999.3   1001.8     24.5     None     24.0       97     29.8      0.6     80.0      1.2    120.0      1.6    120.0      0.5      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     25.7     26.1     26.6     26.7     27.2     27.2     27.2     26.5     23.9     23.1     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     30.7     None      0.0
467050 2025071106    999.8   1002.3     24.5     None     24.0       97     29.8      0.1      0.0      0.6     80.0      1.3     80.0     -9.8      0.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        3     30.7     None     0.03
467050 2025071107   1000.3   1002.8     25.1     None     24.4       96     30.6      0.1      0.0      0.5    160.0      1.3    170.0     -9.8      0.1      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.17        3     31.9     None     0.21
467050 2025071108   1000.8   1003.3     25.7     None     24.5       93     30.7      0.7    120.0      0.8    100.0      1.6    140.0      0.0      0.0      0.0     20.0     None      2.1     None     None       10     None        /        2        0      2.1     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     None     None     0.33        3     33.0     None     0.69
467050 2025071109   1001.8   1004.3     26.0     None     24.6       92     30.9      2.3    200.0      2.6    200.0      3.6    200.0     -9.8      0.1      0.0     20.0     None      2.1     None     None       10     None        /        2        0      2.1     10.0     26.0     26.1     26.6     26.6     27.1     27.1     27.2     26.5     23.9     23.1     None        1     None        4     None     None     None     None     None     None     None     None     0.38        3     33.6     None     1.07
467050 2025071110   1001.9   1004.4     25.8     None     24.4       92     30.6      1.3    150.0      2.7    180.0      3.9    160.0      1.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.58        3     33.2     None     2.12
467050 2025071111   1002.4   1004.9     26.3     None     24.2       88     30.2      0.6     50.0      1.8    140.0      2.6    150.0     -9.8      1.0      0.0     20.0     None      2.1     None     None       10     None        /        5        0      2.1     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        4     None     None     None     None     None     None     None     None     0.83        3     34.2     None     3.27
467050 2025071112   1002.3   1004.8     26.1     None     24.7       92     31.1      1.4     40.0      1.4     40.0      2.3     60.0      0.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.54        0     33.8     None      2.2
467050 2025071113   1001.8   1004.3     26.8     None     25.2       91     32.1      2.5     70.0      2.7     60.0      4.1     50.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.88        8     35.2     None     3.46
467050 2025071114   1001.7   1004.2     27.1     None     24.8       87     31.3      2.9     60.0      2.9     60.0      4.4     60.0      0.0      0.0      0.0     20.0     None      2.1     None     None       10     None        /        2        0      2.1     10.0     26.3     26.5     26.9     26.8     27.0     27.1     27.1     26.5     23.9     23.1     None        1     None     None     None     None     None     None     None     None     None     None     0.86        8     35.9     None     3.21
467050 2025071115   1001.9   1004.4     27.3     None     24.8       86     31.3      2.8     50.0      2.9     60.0      4.0     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.65        5     36.3     None     2.17
467050 2025071116   1002.3   1004.8     27.1     None     24.6       86     30.9      1.3     30.0      2.8     50.0      3.5     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.33        3     35.9     None      1.0
467050 2025071117   1002.4   1004.9     26.6     None     24.5       88     30.7      3.1     50.0      3.1     50.0      4.8     50.0     -9.8      0.7      0.0     25.0     None      2.1      0.6     None        4        6        /        2        5      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None        4     None     None     None     None     None     None     None     None     0.21        3     34.8     None     0.48
467050 2025071118   1002.2   1004.7     26.2     None     25.0       93     31.7      1.8    100.0      3.3     50.0      4.2     50.0     -9.8      0.2      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.09        0     34.0     None     0.14
467050 2025071119   1002.3   1004.8     26.0     None     25.0       94     31.7      1.3     80.0      2.3    100.0      3.5    100.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        4     33.6     None     0.03
467050 2025071120   1003.6   1006.1     25.9     None     25.2       96     32.1      1.0    100.0      1.3     80.0      2.0     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     33.4     None      0.0
467050 2025071121   1003.6   1006.1     25.8     None     25.3       97     32.2      0.9    130.0      1.7     60.0      2.3     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     26.4     26.7     27.1     27.1     27.2     27.2     27.2     26.5     23.9     23.1     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     33.2     None      0.0
467050 2025071122   1004.0   1006.5     26.3     None     24.9       92     31.5      1.4    120.0      2.0     90.0      3.0     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     34.2     None      0.0
467050 2025071123   1004.1   1006.6     26.0     None     24.8       93     31.3      0.4     70.0      1.4    120.0      2.6     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     33.6     None      0.0
467050 2025071124   1003.9   1006.4     26.0     None     24.8       93     31.3      1.8    140.0      1.9    140.0      2.9    130.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     33.6     None      0.0
467050 2025071201   1003.2   1005.7     25.8     None     24.6       93     30.9      2.1    110.0      2.2    140.0      3.0    130.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     33.2     None      0.0
467050 2025071202   1003.2   1005.7     25.4     None     24.2       93     30.2      0.5    130.0      2.2    120.0      3.2    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     32.4     None      0.0
467050 2025071203   1003.1   1005.6     25.2     None     24.3       95     30.4      0.2      0.0      0.9    280.0      1.8    150.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     32.1     None      0.0
467050 2025071204   1003.1   1005.6     24.8     None     24.1       96     30.0      0.9     90.0      0.9     80.0      1.8     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     31.3     None      0.0
467050 2025071205   1003.8   1006.3     25.0     None     23.4       91     28.8      0.3    170.0      0.9    100.0      1.9    150.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     26.0     26.4     26.8     26.8     27.2     27.2     27.2     26.6     24.0     23.1     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     31.7     None      0.0
467050 2025071206   1004.5   1007.0     25.3     None     23.7       91     29.3      0.5    160.0      1.6    130.0      2.7    120.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.09        3     32.2     None     0.05
467050 2025071207   1005.0   1007.5     27.0     None     25.0       89     31.7      0.4    140.0      0.8    160.0      2.0    160.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.5        1     35.7     None     0.48
467050 2025071208   1005.3   1007.8     28.1     None     25.5       86     32.6      0.3    220.0      0.6    150.0      1.5    140.0      0.0      0.0      0.0     20.0     None     None      0.9     None     None       10        /        /        6      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.65        1     38.0     None     1.21
467050 2025071209   1005.4   1007.9     28.8     None     25.0       80     31.7      2.3    220.0      2.5    220.0      4.0    220.0      0.0      0.0      0.0     40.0     None      3.0     None     None        9     None        /        1        0      3.0      9.0     26.6     26.5     26.8     26.7     27.1     27.1     27.1     26.5     23.8     23.1     None        0     None     None     None     None     None     None     None     None     None     None     1.03        1     39.6     None     2.69
467050 2025071210   1005.5   1007.9     29.9     None     25.2       76     32.1      2.9    220.0      2.9    230.0      5.1    220.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.71        1     42.2     None     5.17
