* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025020709   1021.2   1023.8     13.5     None     11.6       88     13.7      7.8     40.0     10.6     50.0     16.5     40.0     -9.8      0.3      0.0     25.0     None      2.1      0.6     None        2        8        /        2        4      0.6     10.0     13.7     13.7     14.5     14.9     16.0     16.0     17.7     20.1     21.5     22.8     None        1     None        1     None     None     None     None     None     None     None     None     0.07        3     15.5     None     0.17
467050 2025020710   1021.1   1023.7     12.7     None     11.6       93     13.7      9.9     40.0     10.2     40.0     18.0     40.0      0.5      0.9      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.2        0     14.7     None     0.65
467050 2025020711   1020.6   1023.2     12.1     None     10.8       92     13.0     10.4     50.0     10.6     50.0     19.6     50.0     -9.8      1.0      0.0      8.0     None      2.1      0.6     None        2        8        /        2        7      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        1     None     None     None     None     None     None     None     None     0.32        0     14.1     None     1.22
467050 2025020712   1020.3   1022.9     12.8     None     10.5       86     12.7     10.6     50.0     11.4     50.0     17.5     50.0      0.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.4        8     14.8     None     1.59
467050 2025020713   1019.9   1022.5     12.9     None     10.3       84     12.5      9.0     50.0     10.5     40.0     17.1     50.0     -9.8      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.3        8     14.9     None      1.2
467050 2025020714   1019.6   1022.2     11.8     None      9.4       85     11.8     10.7     50.0     11.6     50.0     18.3     50.0     -9.8      1.0      0.0     10.0     None      2.1      0.6     None        2        8        /        2        4      0.6     10.0     12.8     12.8     14.2     14.6     15.9     16.1     17.7     20.1     21.5     22.8     None        1     None        1     None     None     None     None     None     None     None     None     0.24        8     13.8     None     0.92
467050 2025020715   1020.1   1022.7     11.6     None      7.9       78     10.7     11.2     50.0     12.3     50.0     19.7     60.0     -9.8      0.8      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.22        5     13.7     None     0.75
467050 2025020716   1020.6   1023.2     12.4     None      6.2       66      9.5     11.7     50.0     12.5     50.0     21.4     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.15        3     14.4     None      0.4
467050 2025020717   1021.9   1024.5     12.0     None      6.3       68      9.5     11.6     50.0     12.2     50.0     18.7     50.0      0.0      0.0      0.0     16.0     None      2.1      0.9     None        2        8        /        2        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.07        3     14.0     None     0.13
467050 2025020718   1022.5   1025.1     11.9     None      5.8       66      9.2     10.4     50.0     11.5     50.0     18.1     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     13.9     None     0.01
467050 2025020719   1023.3   1025.9     11.7     None      5.4       65      9.0     10.1     50.0     10.9     50.0     18.0     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     13.7     None      0.0
467050 2025020720   1023.8   1026.4     11.9     None      5.5       65      9.0     10.5     50.0     10.5     50.0     16.0     90.0     -9.8      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     13.9     None      0.0
467050 2025020721   1024.0   1026.6     12.2     None      6.5       68      9.7      8.8     60.0     10.7     50.0     16.6     60.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     11.8     11.8     13.3     14.1     15.6     16.0     17.7     20.1     21.5     22.8     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     14.2     None      0.0
467050 2025020722   1024.0   1026.7     11.2     None      8.6       84     11.2      9.1     60.0      9.1     60.0     13.8     60.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     13.3     None      0.0
467050 2025020723   1023.9   1026.6     10.8     None      8.6       86     11.2      9.2     60.0     10.8     60.0     16.6     60.0     -9.8      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     13.0     None      0.0
467050 2025020724   1024.2   1026.9     10.4     None      8.2       86     10.9      9.8     60.0     11.3     60.0     19.2     60.0     -9.8      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.6     None      0.0
467050 2025020801   1023.9   1026.6     10.5     None      7.4       81     10.3      9.8     60.0     10.6     60.0     16.4     60.0     -9.8      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     12.7     None      0.0
467050 2025020802   1023.6   1026.3     10.6     None      6.2       74      9.5      9.8     60.0      9.8     60.0     15.7     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     12.8     None      0.0
467050 2025020803   1023.5   1026.2     10.7     None      5.0       68      8.7     10.9     60.0     11.8     60.0     18.9     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     12.9     None      0.0
467050 2025020804   1023.9   1026.6     10.8     None      4.7       66      8.5     11.1     60.0     11.5     60.0     17.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     13.0     None      0.0
467050 2025020805   1023.5   1026.2     10.8     None      4.5       65      8.4     11.2     60.0     11.6     60.0     17.9    140.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     10.8     10.8     12.7     13.5     15.2     15.8     17.7     20.0     21.5     22.8     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     13.0     None      0.0
467050 2025020806   1023.8   1026.5     10.7     None      4.4       65      8.4     10.0     60.0     11.2     60.0     17.3     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     12.9     None      0.0
467050 2025020807   1024.4   1027.1     10.5     None      4.2       65      8.3     10.5     60.0     10.5     60.0     17.4     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.7     None      0.0
467050 2025020808   1025.1   1027.8     10.2     None      3.9       65      8.1     11.1     60.0     11.6     60.0     19.8     70.0      0.0      0.0      0.0     16.0     None      2.1      0.9     None        3        7        /        2        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.05        3     12.4     None     0.07
467050 2025020809   1026.0   1028.7     10.2     None      3.5       63      7.9     11.4     60.0     12.2     60.0     19.0     60.0      0.0      0.0      0.0     16.0     None      2.1      0.9     None        2        8        /        2        4      0.9     10.0     10.3     10.3     12.3     13.2     14.9     15.7     17.7     20.0     21.5     22.8     None        0     None     None     None     None     None     None     None     None     None     None     0.11        2     12.4     None     0.27
467050 2025020810   1026.4   1029.1      9.9     None      2.7       61      7.4     11.9     60.0     12.7     60.0     18.9     80.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.2        1     12.2     None     0.66
467050 2025020811   1026.0   1028.7      9.6     None      2.5       61      7.3     12.3     50.0     12.6     60.0     20.2     60.0      0.0      0.0      0.0     16.0     None      2.1      0.9     None        3        7        /        2        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.25        0     12.0     None     0.98
467050 2025020812   1025.3   1028.0      9.6     None      2.5       61      7.3      9.9     50.0     12.2     50.0     17.0     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.42        8     12.0     None     1.72
467050 2025020813   1024.3   1027.0      9.8     None      1.9       58      7.0     10.4     60.0     10.9     60.0     16.9     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.44        8     12.1     None     1.83
467050 2025020814   1023.8   1026.5      9.8     None      2.4       60      7.3     10.9     50.0     11.2     50.0     18.6     60.0      0.0      0.0      0.0     20.0     None      2.1      0.9     None        1        9        /        2        4      0.9     10.0     10.1     10.1     12.0     12.8     14.6     15.6     17.7     20.0     21.4     22.7     None        0     None     None     None     None     None     None     None     None     None     None     0.38        7     12.1     None      1.5
467050 2025020815   1023.6   1026.3      9.8     None      2.4       60      7.3      9.1     60.0     10.5     50.0     16.0     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.26        7     12.1     None      0.9
467050 2025020816   1023.5   1026.2      9.6     None      2.2       60      7.2     10.1     50.0     11.5     50.0     17.4     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.09        6     12.0     None     0.24
467050 2025020817   1024.0   1026.7      9.6     None      2.7       62      7.4     11.0     50.0     11.0     50.0     17.0     60.0      0.0      0.0      0.0     16.0     None      2.1      0.9     None        1        9        /        2        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.04        3     12.0     None     0.08
467050 2025020818   1024.5   1027.2      9.7     None      2.8       62      7.5      7.7     60.0     11.4     50.0     19.1     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     12.0     None     0.01
467050 2025020819   1024.8   1027.5      9.6     None      2.5       61      7.3      6.9     70.0      8.2     70.0     13.3     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     12.0     None      0.0
467050 2025020820   1024.8   1027.5      9.7     None      2.8       62      7.5      6.9     60.0      8.1     70.0     16.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     12.0     None      0.0
467050 2025020821   1024.6   1027.3     10.1     None      3.6       64      7.9      7.5     70.0      7.8     70.0     12.2     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     10.1     10.1     11.6     12.5     14.3     15.3     17.7     20.0     21.4     22.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     12.4     None      0.0
467050 2025020822   1024.3   1027.0     10.3     None      3.1       61      7.6      7.8     70.0      8.1     70.0     13.2     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     12.5     None      0.0
467050 2025020823   1024.0   1026.7     10.5     None      3.8       63      8.0      7.4     60.0      8.3     70.0     13.2     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     12.7     None      0.0
467050 2025020824   1023.8   1026.5     10.8     None      4.1       63      8.2      8.1     60.0      9.4     60.0     14.6     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     13.0     None      0.0
467050 2025020901   1024.0   1026.7     10.9     None      4.1       63      8.2      6.5     60.0      8.4     60.0     13.2     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     13.0     None      0.0
467050 2025020902   1024.1   1026.8     10.4     None      4.6       67      8.5      6.1     70.0      6.9     70.0     12.5     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.6     None      0.0
467050 2025020903   1024.3   1027.0      9.7     None      7.0       83     10.0      6.6     60.0      6.8     60.0     11.5     60.0     -9.8      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.0     None      0.0
467050 2025020904   1024.1   1026.8      9.4     None      6.8       84      9.9      5.7     60.0      7.2     50.0     11.2     70.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     11.8     None      0.0
467050 2025020905   1024.2   1026.9      9.5     None      7.1       85     10.1      5.7     60.0      6.1     60.0     10.3     50.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     10.4     10.4     11.6     12.3     14.0     15.1     17.7     20.0     21.4     22.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     11.9     None      0.0
467050 2025020906   1024.6   1027.3      9.7     None      7.8       88     10.6      6.9     60.0      6.9     60.0     11.9     50.0     -9.8      0.5      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     12.0     None      0.0
467050 2025020907   1024.8   1027.5      9.7     None      7.8       88     10.6      5.7     60.0      6.9     60.0     10.4     70.0     -9.8      0.9      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.0        3     12.0     None      0.0
467050 2025020908   1024.7   1027.4     10.6     None      7.5       81     10.4      5.2     70.0      6.8     50.0     10.3     50.0     -9.8      0.2      0.1     16.0     None      3.0      0.9     None        2        6        0        3        4      0.9      8.0     None     None     None     None     None     None     None     None     None     None     None        1     None        1     None     None     None     None     None     None     None     None     0.22        0     12.8     None     0.35
467050 2025020909   1024.6   1027.2     12.5     None      7.2       70     10.2      7.7     70.0      7.7     70.0     11.0     60.0      0.0      0.0      0.6     16.0     None     None      0.9     None     None        7        0        0        4      0.9      7.0     11.5     11.5     11.7     12.3     14.0     15.0     17.6     20.0     21.4     22.7     None        0     None     None     None     None     None     None     None     None     None     None      1.2        4     14.5     None     1.81
467050 2025020910   1024.3   1026.9     12.1     None      6.8       70      9.9      6.9     60.0      7.9     70.0     12.1     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.95        8     14.1     None     2.35
467050 2025020911   1023.8   1026.4     13.8     None      7.8       67     10.6      8.6     50.0      9.7     60.0     15.8     50.0      0.0      0.0      0.1     16.0     None      3.0      0.9     None        2        6        0        7        4      0.9      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.68        8     15.8     None     4.71
467050 2025020912   1023.0   1025.6     12.1     None      7.2       72     10.2      8.8     50.0      9.3     60.0     14.7     50.0     -9.8      0.6      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     0.61        8     14.1     None     2.01
467050 2025020913   1022.1   1024.7     11.9     None      6.4       69      9.6      9.4     50.0      9.8     50.0     14.9     40.0     -9.8      0.4      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None      0.5        8     13.9     None     1.82
467050 2025020914   1020.8   1023.4     12.0     None      6.3       68      9.5      9.2     50.0      9.6     50.0     14.7     60.0      0.0      0.0      0.0     16.0     None      2.1      0.9     None        2        8        /        2        4      0.9     10.0     11.7     11.7     12.2     12.6     14.0     14.8     17.6     20.0     21.4     22.7     None        0     None     None     None     None     None     None     None     None     None     None     0.42        8     14.0     None      1.5
467050 2025020915   1019.9   1022.5     12.2     None      6.1       66      9.4      9.8     60.0     10.4     50.0     15.5     70.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.5        8     14.2     None     1.47
467050 2025020916   1020.2   1022.8     12.2     None      6.3       67      9.5      8.9     50.0     10.8     60.0     16.5     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.4        5     14.2     None      0.9
467050 2025020917   1021.0   1023.6     12.0     None      5.9       66      9.3      8.7     60.0     10.5     50.0     17.2     50.0      0.0      0.0      0.0     20.0     None     None      0.9     None     None       10        /        /        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.13        3     14.0     None      0.2
467050 2025020918   1021.4   1024.0     12.1     None      6.0       66      9.4      9.9     60.0     10.3     60.0     17.0     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.03        1     14.1     None     0.03
467050 2025020919   1021.5   1024.1     11.7     None      6.0       68      9.4      7.7     60.0      9.8     60.0     14.4     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     13.7     None      0.0
467050 2025020920   1021.7   1024.3     11.5     None      6.0       69      9.4      7.3     60.0      7.7     60.0     12.7     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     13.6     None      0.0
467050 2025020921   1021.9   1024.5     11.5     None      6.2       70      9.5      7.0     60.0      7.4     60.0     12.4     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     11.1     11.1     12.1     12.6     14.1     14.8     17.5     20.0     21.4     22.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     13.6     None      0.0
467050 2025020922   1021.7   1024.3     11.7     None      6.4       70      9.6      7.1     60.0      7.6     60.0     11.9     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     13.7     None      0.0
467050 2025020923   1021.5   1024.1     11.7     None      6.0       68      9.4      6.8     60.0      7.4     60.0     11.9     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     13.7     None      0.0
467050 2025020924   1021.1   1023.7     11.9     None      6.2       68      9.5      7.0     60.0      7.8     60.0     12.4    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     13.9     None      0.0
467050 2025021001   1021.2   1023.8     12.4     None      6.5       67      9.7      6.7     60.0      8.0     60.0     12.2     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     14.4     None      0.0
467050 2025021002   1020.7   1023.3     12.6     None      6.4       66      9.6      6.3     60.0      6.9     60.0     12.0     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.6     None      0.0
467050 2025021003   1020.2   1022.8     12.9     None      6.9       67     10.0      5.3     60.0      6.4     60.0      9.9     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     14.9     None      0.0
467050 2025021004   1020.1   1022.7     13.1     None      7.1       67     10.1      5.8     50.0      6.2     60.0      9.9     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        6     15.1     None      0.0
467050 2025021005   1020.4   1023.0     13.6     None      7.4       66     10.3      6.0     60.0      6.2     50.0      9.5     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     11.9     11.9     12.0     12.5     14.0     14.7     17.4     19.9     21.4     22.7     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     15.6     None      0.0
467050 2025021006   1020.9   1023.5     13.9     None      7.7       66     10.5      6.2     50.0      6.5     50.0      9.8     60.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     15.9     None      0.0
467050 2025021007   1021.3   1023.9     14.1     None      7.9       66     10.7      6.5     60.0      6.7     60.0     10.8     50.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        2     16.1     None     0.01
467050 2025021008   1021.5   1024.1     14.6     None      8.3       66     10.9      4.8     60.0      6.9     60.0     10.8     50.0      0.0      0.0      0.0     25.0     None      3.0      1.2     None        1        7        0        3        5      1.2      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.22        1     16.6     None     0.33
467050 2025021009   1021.3   1023.9     16.3     None      9.0       62     11.5      5.7     80.0      6.2     70.0     11.1     50.0      0.0      0.0      0.9     20.0     None     None      1.2     None     None        2        0        0        5     None      2.0     13.3     13.3     12.3     12.6     14.0     14.7     17.4     19.9     21.4     22.7     None        0     None     None     None     None     None     None     None     None     None     None     1.17        0     18.5     None     1.72
467050 2025021010   1021.1   1023.7     18.1     None      9.2       56     11.6      5.1     80.0      5.9     80.0     10.5     80.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.03        8     20.8     None      3.9
467050 2025021011   1020.5   1023.1     19.6     None      9.8       53     12.1      4.2     70.0      6.0     50.0      9.6     50.0      0.0      0.0      1.0     25.0     None     None     None     None     None     None     None     None     None     None      0.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     2.59        8     22.8     None     6.21
467050 2025021012   1020.0   1022.6     19.4     None     10.2       55     12.4      7.4     40.0      7.4     40.0     11.2     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.88        8     22.5     None     7.76
467050 2025021013   1018.6   1021.2     20.0     None     10.4       54     12.6      6.4     40.0      7.7     40.0     12.3     50.0      0.0      0.0      1.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.94        8     23.4     None     8.07
467050 2025021014   1017.7   1020.3     19.7     None     10.2       54     12.4      7.1     40.0      7.1     40.0     10.8     40.0      0.0      0.0      1.0     16.0     None      3.0      1.2     None        1        1        0        4        4     None      2.0     16.8     16.8     13.6     13.2     14.2     14.6     17.3     19.9     21.4     22.7     None        0     None     None     None     None     None     None     None     None     None     None     2.72        7     22.9     None     6.94
