* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列7個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)7個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* SS04 日照時數(約旦)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TG01 草溫(地上氣溫5cm)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TS08 地中溫度200cm(℃)
* TS09 地中溫度300cm(℃)
* TS10 地中溫度500cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* WD09 瞬間極大風發生時間
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno yyyymmddhh     PS01     PS02     TX01     TW01     TD01     RH01     VP01     WD01     WD02     WD04     WD05     WD07     WD08     PP01     PP02     SS01     VS01     CD01     CD02     CD03     CD04     CD05     CD06     CD07     CD08     CD09     CD10     CD11     TS01     TS02     TS03     TS04     TS05     TS06     TS07     TS08     TS09     TS10     ST01     ST02     ST03     ST04     ST05     ST06     ST07     ST08     ST09     ST10     ST11     ST12     GR01     PS11     VP06     SS04     UV01
467050 2025051002   1006.6   1009.1     25.4     None     23.8       91     29.5      1.8    200.0      4.0    300.0      7.0    300.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     32.4     None      0.0
467050 2025051003   1006.2   1008.7     25.6     None     24.0       91     29.8      2.2    200.0      2.6    180.0      3.7    260.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     32.8     None      0.0
467050 2025051004   1005.8   1008.3     25.5     None     23.9       91     29.7      0.7    180.0      2.4    220.0      3.7    220.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     32.6     None      0.0
467050 2025051005   1006.2   1008.7     25.3     None     24.3       94     30.4      0.4    110.0      0.7    180.0      1.7    170.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     25.1     25.3     25.6     25.4     25.0     24.1     22.8     22.1     21.4     22.5     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     32.2     None      0.0
467050 2025051006   1006.4   1008.9     25.5     None     24.5       94     30.7      1.1    150.0      1.1    150.0      2.1    150.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        3     32.6     None     0.02
467050 2025051007   1006.4   1008.9     26.0     None     24.6       92     30.9      0.7    250.0      1.1    150.0      1.7    120.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.14        2     33.6     None     0.18
467050 2025051008   1007.7   1010.2     22.7     None     21.9       95     26.3      5.5    360.0      7.3     10.0     11.0    360.0     23.0      0.9      0.0      2.0     None     None      0.6     None     None       10        /        /        9      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        2        1        6     None     None     None     None     None     None     None     None     0.05        3     27.6     None     0.11
467050 2025051009   1007.7   1010.2     22.9     None     22.6       98     27.4      0.2      0.0      5.9    360.0      7.9     20.0     32.5      1.0      0.0     10.0     None     None      0.6     None     None       10        /        /        9      0.6     10.0     23.7     24.6     25.2     25.1     25.0     24.1     22.9     22.2     21.5     22.6     None        2        2        6     None     None     None     None     None     None     None     None     0.05        2     27.9     None     0.17
467050 2025051010   1008.1   1010.6     22.9     None     22.4       97     27.1      2.6    170.0      3.4    110.0      5.6    150.0      6.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        1        5     None     None     None     None     None     None     None     None     0.07        3     27.9     None     0.27
467050 2025051011   1008.5   1011.0     23.4     None     23.1       98     28.3      2.2    140.0      2.7    170.0      4.3    230.0      7.0      1.0      0.0     10.0     None      2.1      0.9     None        3        7        /        2        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        5     None     None     None     None     None     None     None     None     0.17        3     28.8     None     0.68
467050 2025051012   1007.9   1010.4     24.1     None     23.6       97     29.1      1.0    100.0      3.0     90.0      4.5    100.0      6.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        5     None     None     None     None     None     None     None     None     0.65        0     30.0     None     2.95
467050 2025051013   1007.7   1010.2     25.8     None     24.2       91     30.2      3.1     80.0      3.3     80.0      5.0     60.0     -9.8      0.2      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     1.86        8     33.2     None     7.15
467050 2025051014   1007.5   1010.0     26.1     None     22.0       78     26.4      5.4     60.0      5.6     50.0     10.2     50.0      0.0      0.0      0.0     16.0     None      2.1      0.9     None        3        6        /        2        2      0.9      9.0     24.7     24.8     25.0     24.8     24.7     24.1     23.0     22.1     21.4     22.5     None        2     None     None     None     None     None     None     None     None     None     None     1.52        8     33.8     None      5.6
467050 2025051015   1007.2   1009.7     26.2     None     21.6       76     25.8      4.5     70.0      6.0     50.0      8.9     40.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.25        8     34.0     None     3.98
467050 2025051016   1006.4   1008.9     26.8     None     22.7       78     27.6      5.8     50.0      6.4     50.0      9.0     60.0      0.0      0.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.89        8     35.2     None     3.85
467050 2025051017   1006.6   1009.1     25.6     None     22.1       81     26.6      3.3     90.0      5.7     50.0      8.3     40.0      0.0      0.0      0.2     16.0     None      3.0      0.9     None        5        5        /        7        2     None     10.0     None     None     None     None     None     None     None     None     None     None     None        1     None     None     None     None     None     None     None     None     None     None     0.77        5     32.8     None     1.24
467050 2025051018   1006.9   1009.4     24.9     None     20.4       76     24.0      5.1     70.0      5.1     70.0      9.2     90.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.19        5     31.5     None     0.24
467050 2025051019   1007.3   1009.8     24.1     None     17.6       67     20.1      5.3     90.0      5.3     90.0      9.4     90.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.02        2     30.0     None     0.02
467050 2025051020   1007.5   1010.0     24.1     None     18.3       70     21.0      5.6     80.0      6.4     90.0     11.1     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     30.0     None      0.0
467050 2025051021   1007.8   1010.3     24.6     None     17.1       63     19.5      5.3     80.0      6.6     80.0     11.5     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     22.5     24.3     25.1     25.1     24.8     24.2     23.1     22.2     21.5     22.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     30.9     None      0.0
467050 2025051022   1007.8   1010.3     24.8     None     16.8       61     19.1      4.9     80.0      5.8     70.0      9.4     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     31.3     None      0.0
467050 2025051023   1007.1   1009.6     24.4     None     17.7       66     20.3      4.2     70.0      6.0     90.0      9.8    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.6     None      0.0
467050 2025051024   1006.3   1008.8     24.1     None     18.5       71     21.3      4.9     60.0      5.0     70.0      7.8     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.0     None      0.0
467050 2025051101   1006.0   1008.5     24.1     None     19.4       75     22.5      4.0     50.0      5.6     50.0      8.6     50.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     30.0     None      0.0
467050 2025051102   1006.0   1008.5     24.4     None     20.1       77     23.5      5.8     60.0      7.2     50.0     11.4     50.0     -9.8      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     30.6     None      0.0
467050 2025051103   1005.6   1008.1     24.5     None     19.8       75     23.1      6.2     60.0      7.2     50.0     13.4     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     30.7     None      0.0
467050 2025051104   1005.4   1007.9     23.3     None     17.8       71     20.4      3.9     80.0      6.1     60.0      8.3     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     28.6     None      0.0
467050 2025051105   1006.1   1008.6     22.5     None     18.5       78     21.3      3.9     50.0      4.4     60.0      6.8     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     22.1     23.3     24.1     24.1     24.5     24.1     23.1     22.3     21.5     22.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     27.3     None      0.0
467050 2025051106   1006.8   1009.3     22.1     None     18.5       80     21.3      3.9     70.0      4.2     60.0      7.1     60.0     -9.8      0.3      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        3     26.6     None     0.01
467050 2025051107   1007.0   1009.5     21.0     None     19.8       93     23.1      2.6     70.0      3.9     70.0      6.9    100.0      1.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.05        3     24.9     None     0.09
467050 2025051108   1008.3   1010.8     20.7     None     19.7       94     22.9      5.6     30.0      5.6     30.0     10.3     50.0      3.5      1.0      0.0      4.0     None      2.1      0.6     None        3        7        /        2        7      0.6     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        5     None     None     None     None     None     None     None     None     0.09        3     24.4     None     0.22
467050 2025051109   1008.3   1010.8     20.4     None     19.6       95     22.8      5.4     50.0      5.9     50.0      9.3     50.0      7.0      1.0      0.0      6.0     None      2.1      0.9     None        2        8        /        2        4      0.9     10.0     21.8     22.8     23.7     23.7     24.3     24.0     23.1     22.3     21.6     22.6     None        2     None        5     None     None     None     None     None     None     None     None     0.14        2     24.0     None     0.39
467050 2025051110   1008.6   1011.1     20.6     None     19.6       94     22.8      5.6     50.0      5.8     50.0      9.6     40.0      3.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.25        1     24.3     None     0.82
467050 2025051111   1009.1   1011.6     20.2     None     19.0       93     22.0      4.8     30.0      6.2     50.0      9.1     40.0      5.5      1.0      0.0      6.0     None      2.1      0.9     None        3        7        /        2        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        5     None     None     None     None     None     None     None     None      0.2        3     23.7     None     0.69
467050 2025051112   1008.8   1011.3     20.5     None     19.3       93     22.4      4.2     60.0      4.7     30.0      7.6     40.0      2.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.65        0     24.1     None     2.52
467050 2025051113   1008.7   1011.2     20.3     None     19.1       93     22.1      3.2     70.0      4.2     60.0      6.8     60.0      1.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.48        0     23.8     None     1.83
467050 2025051114   1007.9   1010.4     20.2     None     19.4       95     22.5      3.3     80.0      3.3     70.0      5.4     70.0      2.5      1.0      0.0      6.0     None      2.1      0.9     None        2        8        /        2        4      0.9     10.0     21.7     22.5     23.3     23.3     24.0     23.7     23.2     22.3     21.6     22.6     None        2     None        4     None     None     None     None     None     None     None     None     0.42        8     23.7     None     1.52
467050 2025051115   1007.5   1010.0     19.8     None     18.6       93     21.4      4.3     70.0      4.7     60.0      9.2     60.0      2.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.33        8     23.1     None     1.09
467050 2025051116   1007.6   1010.1     19.7     None     18.7       94     21.6      4.8     60.0      5.4     60.0      9.0     60.0      2.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.26        5     22.9     None     0.74
467050 2025051117   1007.9   1010.4     19.4     None     18.6       95     21.4      4.7     70.0      6.7     50.0      9.9     50.0      3.0      1.0      0.0      4.0     None      2.1      0.9     None        3        7        /        2        4      0.9     10.0     None     None     None     None     None     None     None     None     None     None     None        2     None        4     None     None     None     None     None     None     None     None     0.12        4     22.5     None     0.26
467050 2025051118   1008.2   1010.7     19.5     None     18.3       93     21.0      4.5     70.0      5.5     70.0      9.2     60.0      1.0      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.04        3     22.7     None     0.05
467050 2025051119   1008.8   1011.3     19.2     None     18.5       96     21.3      4.2     60.0      4.9     60.0      9.0     60.0      0.5      1.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None     0.01        3     22.2     None     0.01
467050 2025051120   1009.3   1011.8     19.2     None     18.4       95     21.2      4.3     90.0      4.6     70.0      7.3     80.0      0.5      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        4     None     None     None     None     None     None     None     None      0.0        3     22.2     None      0.0
467050 2025051121   1009.7   1012.2     19.3     None     18.0       92     20.6      3.1     80.0      4.4     90.0      7.6    110.0     -9.8      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     20.7     21.8     22.6     22.8     23.7     23.3     23.1     22.4     21.6     22.7     None     None     None        4     None     None     None     None     None     None     None     None      0.0        3     22.4     None      0.0
467050 2025051122   1009.6   1012.1     19.5     None     17.8       90     20.4      2.9     90.0      3.7     90.0      6.8     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     22.7     None      0.0
467050 2025051123   1009.4   1011.9     19.4     None     17.4       88     19.9      3.6     80.0      4.0     90.0      6.8    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     22.5     None      0.0
467050 2025051124   1008.6   1011.1     19.7     None     16.7       83     19.0      3.7     80.0      4.1     90.0      6.7     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     22.9     None      0.0
467050 2025051201   1008.1   1010.6     20.4     None     15.2       72     17.3      5.2     80.0      5.2     90.0      9.4     70.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     24.0     None      0.0
467050 2025051202   1007.8   1010.3     20.6     None     15.0       70     17.1      5.1     90.0      5.2     80.0      8.7    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.01        7     24.3     None      0.0
467050 2025051203   1007.3   1009.8     20.9     None     12.6       59     14.6      4.7     90.0      6.0     80.0     10.4     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        8     24.7     None      0.0
467050 2025051204   1007.4   1009.9     20.9     None     12.6       59     14.6      4.9     70.0      5.5     80.0      9.9     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     24.7     None      0.0
467050 2025051205   1007.5   1010.0     21.5     None     10.7       50     12.9      5.0     80.0      5.5     80.0     10.2     80.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     18.9     20.7     21.7     22.0     23.2     22.9     22.9     22.4     21.6     22.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     25.6     None      0.0
467050 2025051206   1008.1   1010.6     21.2     None     13.4       61     15.4      5.7     80.0      5.7     80.0      9.2     80.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.04        3     25.2     None     0.04
467050 2025051207   1008.6   1011.1     21.8     None     12.7       56     14.7      5.8     80.0      6.1     80.0     10.1     90.0      0.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.27        3     26.1     None     0.38
467050 2025051208   1008.7   1011.2     22.5     None     13.9       58     15.9      5.5     60.0      6.3     70.0      9.8     70.0      0.0      0.0      0.0     20.0     None     None      0.9     None     None        8        0        0        5      0.9      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.83        1     27.3     None     1.52
467050 2025051209   1008.6   1011.1     23.9     None     13.2       51     15.2      6.7     70.0      6.8     60.0     10.7     60.0      0.0      0.0      0.3     20.0      7.0      3.0      0.9        3        1        5        7        7        5     None      9.0     19.4     20.5     21.4     21.7     22.8     22.7     22.8     22.3     21.5     22.6     None        0     None     None     None     None     None     None     None     None        6     None     1.34        0     29.7     None     3.26
467050 2025051210   1008.3   1010.8     25.0     None     12.9       47     14.9      7.1     70.0      8.3     70.0     14.8     70.0      0.0      0.0      0.4     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None        6     None     2.13        8     31.7     None     5.89
467050 2025051211   1008.3   1010.8     25.1     None     14.3       51     16.3      5.7     70.0      7.9     70.0     14.2     70.0      0.0      0.0      0.1     20.0     None      3.0      1.2     None        3        5        0        7        5     None      8.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     1.84        5     31.9     None     5.89
467050 2025051212   1008.1   1010.6     26.6     None     14.4       47     16.4      6.0     80.0      6.9     70.0     11.6    100.0      0.0      0.0      0.5     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     2.72        8     34.8     None     8.73
467050 2025051213   1007.6   1010.1     26.7     None     14.8       48     16.8      4.6     70.0      6.2     80.0      9.8     80.0      0.0      0.0      0.8     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     3.18        8     35.0     None     9.75
467050 2025051214   1007.4   1009.9     26.5     None     15.9       52     18.1      4.2     70.0      5.5     60.0      9.2     80.0      0.0      0.0      0.4     20.0      7.0      3.0      1.2        1        1        6        2        7        5      1.2      8.0     21.4     21.8     22.4     22.2     22.5     22.6     22.8     22.3     21.5     22.5     None        0     None     None     None     None     None     None     None     None     None     None     2.18        7     34.6     None     6.49
467050 2025051215   1007.1   1009.6     26.1     None     15.2       51     17.3      3.5     70.0      4.6     70.0      8.3    100.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.74        6     33.8     None     4.58
467050 2025051216   1006.9   1009.4     26.6     None     16.3       53     18.5      3.4     60.0      4.3     70.0      6.7     60.0      0.0      0.0      0.3     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     1.45        8     34.8     None     2.87
467050 2025051217   1007.2   1009.7     25.6     None     15.0       52     17.1      4.3     70.0      4.5     80.0      7.9     80.0      0.0      0.0      0.3     16.0      7.0      3.0      1.2        3        1        5        1        3        5     None      9.0     None     None     None     None     None     None     None     None     None     None     None        0     None     None     None     None     None     None     None     None     None     None     0.78        5     32.8     None     1.18
467050 2025051218   1007.7   1010.2     24.3     None     15.0       56     17.1      3.7     80.0      4.8     70.0      8.4     90.0      0.0      0.0      0.6     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.41        3     30.4     None     0.33
467050 2025051219   1008.3   1010.8     23.3     None     15.4       61     17.5      3.1     80.0      4.1     80.0      6.7     90.0      0.0      0.0      0.1     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.05        2     28.6     None     0.02
467050 2025051220   1008.7   1011.2     22.8     None     14.9       61     16.9      3.2     80.0      3.6     80.0      6.0     90.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     27.8     None      0.0
467050 2025051221   1009.1   1011.6     22.7     None     14.8       61     16.8      4.1     90.0      4.3     90.0      7.0     60.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     20.8     22.3     23.1     23.2     23.0     22.9     23.0     22.4     21.6     22.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        1     27.6     None      0.0
467050 2025051222   1009.6   1012.1     22.6     None     15.0       62     17.1      3.2     90.0      4.3     90.0      8.0    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        2     27.4     None      0.0
467050 2025051223   1009.3   1011.8     22.2     None     15.1       64     17.2      3.5    100.0      3.5    100.0      6.1    100.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        0     26.8     None      0.0
467050 2025051224   1009.1   1011.6     22.0     None     15.6       67     17.7      3.4    100.0      3.7     90.0      6.3    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        4     26.4     None      0.0
467050 2025051301   1008.9   1011.4     21.7     None     15.8       69     17.9      2.6    110.0      3.7    110.0      6.4    110.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     26.0     None      0.0
467050 2025051302   1008.8   1011.3     21.4     None     15.9       71     18.1      2.3    120.0      3.2    120.0      5.5    130.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        7     25.5     None      0.0
467050 2025051303   1008.9   1011.4     21.6     None     16.1       71     18.3      2.9    130.0      3.0    130.0      4.5    120.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        5     25.8     None      0.0
467050 2025051304   1009.1   1011.6     21.1     None     16.1       73     18.3      1.8    150.0      2.9    130.0      4.1    140.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     25.0     None      0.0
467050 2025051305   1009.5   1012.0     21.0     None     16.0       73     18.2      2.7    140.0      3.3    120.0      4.8    120.0      0.0      0.0     None     None     None     None     None     None     None     None     None     None     None     None     None     20.4     21.5     22.2     22.3     22.9     22.9     23.0     22.4     21.6     22.6     None     None     None     None     None     None     None     None     None     None     None     None      0.0        3     24.9     None      0.0
467050 2025051306   1010.4   1012.9     21.1     None     16.7       76     19.0      0.3    230.0      2.7    140.0      3.6    130.0      0.0      0.0      0.2     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.11        3     25.0     None     0.08
467050 2025051307   1010.8   1013.3     23.2     None     18.3       74     21.0      1.4    150.0      1.9     60.0      2.7     50.0      0.0      0.0      0.9     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     None     0.65        1     28.4     None     0.65
